Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,1120.83,1161.12,1132.18,1788.32,477.35,967.88,1244.46,2260.39,1053.1,1421.06,IRCON
Expenses,980.27,1071.76,1015.09,1658.79,443.53,899.53,1159.95,2083.71,980.17,1322.8,IRCON
Other Income,82.3,56.89,57.85,42.23,36.13,47.28,59.43,107.39,50.39,82.22,IRCON
Depreciation,2.73,2.94,4.39,5.87,6.22,6.27,6.26,6.09,6.08,6.11,IRCON
Interest,4.55,6.1,12.28,4.38,3.6,5.82,3.45,1.86,3.09,1.46,IRCON
Profit before tax,215.58,137.21,158.27,161.51,60.13,103.54,134.23,276.12,114.15,172.91,IRCON
Tax,74.35,49.51,19.84,39.09,20.25,27.33,31.09,90.79,29.45,40.28,IRCON
Net profit,141.23,87.7,138.43,122.42,39.88,76.21,103.14,185.33,84.7,132.63,IRCON
Operating Profit,140.56,89.36,117.09,129.53,33.82,68.35,84.51,176.68,72.93,98.26,IRCON
