Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,145.95,188.32,203.93,239.34,252.96,267.47,308.21,339.78,425.54,432.2,MATRIMONY
Raw Material Cost,,,,,,,,,,,MATRIMONY
Change in Inventory,,,,,,,,,,,MATRIMONY
Power and Fuel,2.8,4.11,4.34,4.74,5.23,4.82,5.24,5.35,5.63,3.83,MATRIMONY
Other Mfr. Exp,1.61,2.37,3.96,4.26,5.21,5.45,5.72,6.28,5.95,4.37,MATRIMONY
Employee Cost,51.63,71.82,84.5,103.28,122.8,116.38,133.11,141.5,153.04,126.78,MATRIMONY
Selling and admin,91.0,92.33,97.39,102.85,105.35,93.45,95.43,104.8,194.42,221.63,MATRIMONY
Other Expenses,0.66,1.07,1.35,2.9,2.14,9.96,15.6,15.6,14.81,11.26,MATRIMONY
Other Income,-0.03,0.61,-14.44,-16.29,-22.67,0.22,19.44,15.64,19.72,20.21,MATRIMONY
Depreciation,3.82,6.4,5.39,7.95,9.71,10.34,9.57,26.48,27.92,25.9,MATRIMONY
Interest,-1.91,1.37,0.79,1.54,2.95,4.42,1.26,4.84,5.24,4.81,MATRIMONY
Profit before tax,-3.69,9.46,-8.23,-4.47,-23.1,22.87,61.72,50.57,38.25,53.83,MATRIMONY
Tax,,,,,,,11.89,15.33,9.57,12.87,MATRIMONY
Net profit,-3.69,9.46,-8.24,-4.47,-23.1,22.87,49.83,35.23,28.68,40.96,MATRIMONY
