Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,971.41,971.41,971.41,971.41,971.41,971.41,1146.12,1146.12,1146.13,1198.78,TATASTEEL
Reserves,51245.05,54238.27,60176.58,65692.48,45665.97,48687.59,60368.7,69308.59,73416.99,89289.55,TATASTEEL
Borrowings,26172.25,27507.79,27917.26,28198.44,30843.51,28284.63,28125.8,29701.47,41422.87,28348.3,TATASTEEL
Other Liabilities,17414.28,19159.46,21975.16,21001.31,27633.57,33521.78,35473.72,37342.18,34406.57,46199.36,TATASTEEL
Total,95802.99,101876.93,111040.41,115863.64,105114.46,111465.41,125114.34,137498.36,150392.56,165035.99,TATASTEEL
Net Block,11366.26,24875.05,24265.75,25248.52,50088.39,72567.15,71729.08,71222.02,71233.38,68777.62,TATASTEEL
Capital Work in Progress,16046.75,8722.29,18509.4,23036.67,28205.88,6163.96,5673.27,5796.29,8247.05,10465.97,TATASTEEL
Investments,50282.52,50418.8,54661.8,53164.32,11785.42,13665.71,24276.93,39406.72,50096.07,57470.73,TATASTEEL
Other Assets,18107.46,17860.79,13603.46,14414.13,15034.77,19068.59,23435.06,21073.33,20816.06,28321.67,TATASTEEL
Total,95802.99,101876.93,111040.41,115863.64,105114.46,111465.41,125114.34,137498.36,150392.56,165035.99,TATASTEEL
Receivables,904.08,796.92,770.81,491.46,1133.17,2006.52,1875.63,1363.04,1016.73,3863.31,TATASTEEL
Inventory,4858.99,5257.94,6007.81,8042.0,7137.38,10236.85,11023.41,11255.34,10716.66,8603.79,TATASTEEL
Cash & Bank,3946.99,2192.36,961.16,478.59,1036.13,970.31,4696.74,718.11,1226.87,1671.71,TATASTEEL
No. of Equity Shares,971603966.0,971604745.0,971604900.0,971604955.0,971604955.0,971604955.0,1204508956.0,1204508956.0,1204514352.0,1204516515.0,TATASTEEL
New Bonus Shares,,,,,,,,,,,TATASTEEL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TATASTEEL
