Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,104.45,102.99,145.74,181.76,190.2,96.46,134.88,138.38,171.54,167.4,PIONDIST
Raw Material Cost,91.09,101.18,112.95,143.29,71.33,71.91,111.74,116.12,146.18,129.93,PIONDIST
Change in Inventory,-2.33,7.23,-4.53,16.65,-6.63,-1.93,9.11,22.56,9.19,-3.16,PIONDIST
Power and Fuel,1.71,1.81,1.3,2.77,2.88,6.39,3.02,1.97,7.99,5.55,PIONDIST
Other Mfr. Exp,5.05,5.94,6.01,7.09,7.97,14.1,15.65,21.76,20.47,27.66,PIONDIST
Employee Cost,3.9,4.85,6.12,8.3,11.31,7.72,10.61,10.31,11.14,12.9,PIONDIST
Selling and admin,2.3,3.39,4.97,4.96,5.04,6.79,9.82,6.12,8.89,8.7,PIONDIST
Other Expenses,1.15,1.41,1.39,3.23,3.77,1.03,1.85,28.13,-3.36,4.17,PIONDIST
Other Income,0.01,0.62,0.01,0.66,0.01,16.59,169.66,4.37,1.95,3.37,PIONDIST
Depreciation,9.31,9.27,10.68,23.87,25.53,27.33,36.61,48.61,46.9,33.14,PIONDIST
Interest,12.92,10.3,19.1,39.24,24.01,19.32,22.54,29.36,33.59,32.13,PIONDIST
Profit before tax,-25.3,-27.31,-21.3,-33.68,31.74,-43.47,101.81,-97.07,-89.12,-86.57,PIONDIST
Tax,,0.54,,-12.03,9.83,-13.39,31.8,-29.99,60.07,,PIONDIST
Net profit,-25.3,-27.86,-21.3,-21.65,21.92,-30.08,70.01,-67.08,-149.19,-86.57,PIONDIST
