Report Date,2011-12-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,23.76,23.76,23.76,23.76,23.76,23.76,23.76,23.76,23.76,23.76,BLUEDART
Reserves,634.37,625.93,611.53,273.34,446.86,497.96,597.49,641.01,559.74,655.42,BLUEDART
Borrowings,,,,332.19,332.19,332.19,166.09,146.18,75.0,142.5,BLUEDART
Other Liabilities,179.03,390.46,295.47,344.93,351.41,397.7,439.07,559.47,902.74,1014.94,BLUEDART
Total,837.16,1040.15,930.76,974.22,1154.22,1251.61,1226.41,1370.42,1561.24,1836.62,BLUEDART
Net Block,232.73,220.18,227.72,215.38,243.34,234.22,219.46,247.22,561.55,494.42,BLUEDART
Capital Work in Progress,2.87,12.28,8.46,25.4,20.53,33.45,46.65,45.68,4.28,3.27,BLUEDART
Investments,71.47,19.77,19.77,19.77,73.45,144.06,144.06,144.06,144.06,294.13,BLUEDART
Other Assets,530.09,787.92,674.81,713.67,816.9,839.88,816.24,933.46,851.35,1044.8,BLUEDART
Total,837.16,1040.15,930.76,974.22,1154.22,1251.61,1226.41,1370.42,1561.24,1836.62,BLUEDART
Receivables,188.98,227.21,266.72,291.4,291.35,359.75,420.01,489.0,524.53,514.91,BLUEDART
Inventory,2.62,2.35,2.72,3.95,5.18,5.53,4.48,5.89,3.73,5.82,BLUEDART
Cash & Bank,37.56,236.49,105.93,165.63,287.05,255.43,227.32,266.95,98.53,307.73,BLUEDART
No. of Equity Shares,23762734.0,23757934.0,23762734.0,23762734.0,23757934.0,23757934.0,23757934.0,23757934.0,23757934.0,23757934.0,BLUEDART
New Bonus Shares,,,,,,,,,,,BLUEDART
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BLUEDART
