Report Date,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,2011-03-31 00:00:00,2012-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,,,,,,,1.89,1.51,1.98,4.94,RAJMET
Cash from Investing Activity,,,,,,,0.27,-2.89,-14.26,-3.82,RAJMET
Cash from Financing Activity,,,,,,,-2.11,1.44,12.22,-1.13,RAJMET
Net Cash Flow,,,,,,,0.05,0.06,-0.06,-0.01,RAJMET
