Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,50.77,51.26,51.26,51.27,51.27,51.27,50.78,50.8,50.81,50.82,PIDILITIND
Reserves,1320.9,1681.17,1988.25,2298.18,2599.32,3348.08,3513.15,4135.92,4414.01,5510.4,PIDILITIND
Borrowings,264.14,60.24,7.68,5.78,1.12,,,,73.34,122.33,PIDILITIND
Other Liabilities,664.76,785.9,842.02,911.83,815.3,896.23,1064.02,1163.29,1280.9,1939.86,PIDILITIND
Total,2300.57,2578.57,2889.21,3267.06,3467.01,4295.58,4627.95,5350.01,5819.06,7623.41,PIDILITIND
Net Block,495.93,533.71,611.3,827.83,916.56,939.57,940.07,950.66,1249.49,1422.56,PIDILITIND
Capital Work in Progress,371.33,408.71,431.09,460.31,151.68,126.57,164.13,229.08,247.64,281.5,PIDILITIND
Investments,332.8,546.94,573.8,700.49,1102.76,1793.41,1785.69,2189.88,1823.52,3481.61,PIDILITIND
Other Assets,1100.51,1089.21,1273.02,1278.43,1296.01,1436.03,1738.06,1980.39,2498.41,2437.74,PIDILITIND
Total,2300.57,2578.57,2889.21,3267.06,3467.01,4295.58,4627.95,5350.01,5819.06,7623.41,PIDILITIND
Receivables,326.12,366.76,453.6,514.58,550.71,607.65,689.59,774.98,806.63,999.09,PIDILITIND
Inventory,396.3,451.16,508.2,534.72,494.2,556.25,630.94,734.3,730.49,975.94,PIDILITIND
Cash & Bank,257.72,136.82,145.18,48.1,72.25,50.47,77.76,117.18,568.84,112.37,PIDILITIND
No. of Equity Shares,507648626.0,512642330.0,512642330.0,512662830.0,512675330.0,512682730.0,507810330.0,507978280.0,508123780.0,508153380.0,PIDILITIND
New Bonus Shares,,,,,,,,,,,PIDILITIND
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,PIDILITIND
