Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,56.07,58.04,75.84,80.17,86.65,83.64,88.42,107.63,92.31,103.98,MINDTECK
Raw Material Cost,,,,,,,,,,,MINDTECK
Change in Inventory,,,,,,,,,,,MINDTECK
Power and Fuel,1.38,1.43,1.37,1.41,1.33,1.08,1.45,1.54,1.53,0.98,MINDTECK
Other Mfr. Exp,2.32,3.12,4.36,8.66,9.12,6.21,7.09,16.97,7.57,6.67,MINDTECK
Employee Cost,33.69,36.41,38.85,39.36,51.27,56.36,61.92,65.89,66.7,71.29,MINDTECK
Selling and admin,12.8,11.05,11.37,10.55,10.79,12.59,11.81,11.03,6.33,6.07,MINDTECK
Other Expenses,3.7,2.32,0.51,1.53,1.22,1.53,2.39,2.0,2.88,0.69,MINDTECK
Other Income,0.36,0.27,0.81,0.84,2.21,2.54,1.89,2.45,-58.09,2.83,MINDTECK
Depreciation,0.86,0.47,0.62,1.66,1.56,1.4,1.15,1.74,6.15,5.84,MINDTECK
Interest,0.09,0.23,0.17,0.04,0.05,0.08,0.22,0.64,1.87,1.3,MINDTECK
Profit before tax,1.59,3.28,19.4,17.8,13.52,6.93,4.28,10.27,-58.81,13.97,MINDTECK
Tax,0.85,1.5,7.41,6.32,5.32,2.53,2.37,3.08,0.43,5.44,MINDTECK
Net profit,0.74,1.78,12.01,11.48,8.2,4.4,1.91,7.19,-59.24,8.53,MINDTECK
