Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,448.23,460.59,465.69,469.15,509.97,578.89,527.41,666.83,762.71,936.91,NEULANDLAB
Raw Material Cost,291.94,274.64,246.44,266.42,259.57,270.21,281.09,363.03,394.41,443.04,NEULANDLAB
Change in Inventory,5.16,3.45,-0.13,22.43,6.11,7.31,42.72,-5.8,11.16,1.24,NEULANDLAB
Power and Fuel,15.84,18.97,18.31,22.53,22.24,25.78,25.95,26.81,32.75,39.21,NEULANDLAB
Other Mfr. Exp,20.57,24.84,30.12,35.31,30.6,44.9,55.54,47.51,61.79,77.69,NEULANDLAB
Employee Cost,30.84,34.97,36.71,49.4,60.26,85.34,96.18,104.47,118.92,144.62,NEULANDLAB
Selling and admin,39.32,41.79,55.17,44.48,57.28,47.94,56.43,52.57,51.32,75.22,NEULANDLAB
Other Expenses,8.21,10.7,8.37,6.73,6.26,6.21,4.74,8.64,13.23,11.65,NEULANDLAB
Other Income,1.67,3.32,3.27,0.44,1.62,1.04,4.36,3.36,3.89,15.82,NEULANDLAB
Depreciation,14.89,14.62,14.94,15.32,15.74,19.23,22.1,25.86,31.28,39.68,NEULANDLAB
Interest,33.27,31.33,24.55,27.35,24.47,21.08,18.92,15.66,21.57,17.9,NEULANDLAB
Profit before tax,0.18,15.5,34.22,24.48,41.28,66.55,13.54,19.84,52.49,104.96,NEULANDLAB
Tax,-1.85,1.86,7.56,8.69,14.86,20.17,1.73,3.69,36.62,24.66,NEULANDLAB
Net profit,2.03,13.64,26.67,15.78,26.41,46.38,11.81,16.14,15.88,80.29,NEULANDLAB
