Report Date,2012-09-30 00:00:00,2013-09-30 00:00:00,2014-09-30 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11,15.11,AUTOAXLES
Reserves,256.21,265.37,279.13,287.32,312.09,361.48,429.22,523.33,516.83,538.94,AUTOAXLES
Borrowings,55.72,51.2,92.02,62.45,29.91,,,73.0,35.32,29.49,AUTOAXLES
Other Liabilities,167.23,93.73,139.0,155.97,168.87,189.21,289.87,321.83,161.24,360.7,AUTOAXLES
Total,494.27,425.41,525.26,520.85,525.98,565.8,734.2,933.27,728.5,944.24,AUTOAXLES
Net Block,175.52,182.56,166.31,176.76,168.39,145.77,117.62,108.85,255.37,245.28,AUTOAXLES
Capital Work in Progress,19.05,7.47,23.25,16.88,8.91,7.26,16.71,115.5,24.06,32.36,AUTOAXLES
Investments,,,,,,,,,,12.06,AUTOAXLES
Other Assets,299.7,235.38,335.7,327.21,348.68,412.77,599.87,708.92,449.07,654.54,AUTOAXLES
Total,494.27,425.41,525.26,520.85,525.98,565.8,734.2,933.27,728.5,944.24,AUTOAXLES
Receivables,159.15,114.0,171.97,175.52,198.01,231.4,334.62,346.33,122.73,282.0,AUTOAXLES
Inventory,94.01,88.68,114.26,115.84,112.26,100.98,137.09,184.37,156.0,200.57,AUTOAXLES
Cash & Bank,2.35,1.14,0.71,3.58,0.25,35.05,44.47,39.99,74.01,72.88,AUTOAXLES
No. of Equity Shares,15111975.0,15111975.0,15111980.0,15111975.0,15111975.0,15111975.0,15111975.0,15111975.0,15111975.0,15111975.0,AUTOAXLES
New Bonus Shares,,,,,,,,,,,AUTOAXLES
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,AUTOAXLES
