Report Date,Unnamed: 1,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,,33.64,31.36,31.48,34.95,38.67,39.73,47.73,50.17,55.23,WORTH
Expenses,,29.08,26.99,27.56,30.26,32.99,35.38,43.8,44.33,50.27,WORTH
Other Income,,3.66,0.51,0.83,5.41,1.48,0.81,0.8,0.99,1.04,WORTH
Depreciation,,1.21,1.05,1.21,1.23,1.24,1.29,1.09,1.23,1.26,WORTH
Interest,,0.26,0.18,0.67,0.42,0.35,0.62,-0.55,0.48,-0.33,WORTH
Profit before tax,,6.75,3.65,2.87,8.45,5.57,3.25,4.19,5.12,5.07,WORTH
Tax,,1.67,0.85,0.46,2.51,1.2,0.73,1.03,1.29,1.06,WORTH
Net profit,,5.07,2.8,2.41,5.94,4.37,2.52,3.15,3.83,4.02,WORTH
Operating Profit,,4.56,4.37,3.92,4.69,5.68,4.35,3.93,5.84,4.96,WORTH
