Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,61.9,61.56,96.15,96.16,96.16,96.16,96.16,102.61,102.65,112.49,INOXLEISUR
Reserves,266.74,228.45,444.44,617.42,426.3,456.42,573.51,861.25,519.19,452.43,INOXLEISUR
Borrowings,230.72,280.99,242.17,240.59,267.04,316.97,291.93,110.0,2819.5,2844.03,INOXLEISUR
Other Liabilities,84.43,242.42,75.34,153.9,262.2,274.62,323.05,404.92,373.81,375.32,INOXLEISUR
Total,643.79,813.42,858.1,1108.07,1051.7,1144.17,1284.65,1478.78,3815.15,3784.27,INOXLEISUR
Net Block,333.13,552.75,586.12,562.91,648.05,702.75,771.76,922.41,3143.13,3080.93,INOXLEISUR
Capital Work in Progress,24.14,42.26,48.54,50.27,55.73,62.55,53.95,63.73,85.35,56.95,INOXLEISUR
Investments,179.25,1.07,3.71,195.26,17.93,12.58,14.3,2.14,1.87,1.19,INOXLEISUR
Other Assets,107.27,217.34,219.73,299.63,329.99,366.29,444.64,490.5,584.8,645.2,INOXLEISUR
Total,643.79,813.42,858.1,1108.07,1051.7,1144.17,1284.65,1478.78,3815.15,3784.27,INOXLEISUR
Receivables,14.17,36.67,33.42,56.53,51.6,46.61,75.91,88.24,62.75,4.3,INOXLEISUR
Inventory,3.12,5.46,8.59,6.89,6.87,9.09,9.4,12.19,13.65,10.34,INOXLEISUR
Cash & Bank,7.14,23.33,16.56,12.18,26.95,12.97,14.48,13.39,44.11,77.08,INOXLEISUR
No. of Equity Shares,61895548.0,61562391.0,96146174.0,96162753.0,96162753.0,96457754.0,96457754.0,102857754.0,102857754.0,112661675.0,INOXLEISUR
New Bonus Shares,,,,,,,,,,,INOXLEISUR
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,INOXLEISUR
