Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,13.56,BANG
Reserves,65.81,66.82,50.62,45.3,46.47,56.68,59.98,60.13,67.3,68.58,BANG
Borrowings,43.24,59.9,66.68,38.05,40.05,36.5,30.51,28.64,27.16,23.79,BANG
Other Liabilities,15.46,13.27,16.56,31.61,31.54,36.76,48.94,43.29,30.36,20.56,BANG
Total,138.07,153.55,147.42,128.52,131.62,143.5,152.99,145.62,138.38,126.49,BANG
Net Block,17.03,17.75,20.54,19.6,19.6,27.9,31.62,30.94,20.29,20.11,BANG
Capital Work in Progress,10.07,10.01,10.07,0.14,,,,,,,BANG
Investments,2.0,3.2,3.34,13.41,15.51,4.74,4.24,4.24,0.92,0.92,BANG
Other Assets,108.97,122.59,113.47,95.37,96.51,110.86,117.13,110.44,117.17,105.46,BANG
Total,138.07,153.55,147.42,128.52,131.62,143.5,152.99,145.62,138.38,126.49,BANG
Receivables,50.03,74.03,47.22,37.28,43.19,52.72,71.03,55.16,49.0,50.39,BANG
Inventory,23.36,18.86,32.5,29.92,28.69,31.92,26.07,32.55,32.69,21.15,BANG
Cash & Bank,17.43,9.79,14.11,10.87,10.65,10.33,6.09,6.01,6.1,7.11,BANG
No. of Equity Shares,13560000.0,13560000.0,13560000.0,13560000.0,13560000.0,13560000.0,13560000.0,13560000.0,13560000.0,13560000.0,BANG
New Bonus Shares,,,,,,,,,,,BANG
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BANG
