Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,226.32,226.89,226.91,226.91,226.91,226.91,226.91,226.9,226.88,253.06,SRTRANSFIN
Reserves,5765.99,6967.85,8046.31,9011.06,9927.21,11075.32,13348.58,15609.38,17778.28,21315.31,SRTRANSFIN
Borrowings,23127.36,31002.37,35924.61,44276.18,49790.7,53110.1,82130.85,87914.4,94734.56,106545.9,SRTRANSFIN
Other Liabilities,6657.81,6260.71,5037.63,5813.0,8018.48,9993.12,1538.71,1541.8,1388.92,1564.59,SRTRANSFIN
Total,35777.48,44457.82,49235.46,59327.15,67963.3,74405.45,97245.05,105292.48,114128.64,129678.86,SRTRANSFIN
Net Block,37.71,60.05,100.66,100.72,101.06,85.68,122.05,147.49,488.87,437.34,SRTRANSFIN
Capital Work in Progress,,,,,,,,,,,SRTRANSFIN
Investments,3954.44,3568.91,2725.26,3327.19,1356.17,1547.44,2341.36,3999.07,2798.48,3197.85,SRTRANSFIN
Other Assets,31785.33,40828.86,46409.54,55899.24,66506.07,72772.33,94781.64,101145.92,110841.29,126043.67,SRTRANSFIN
Total,35777.48,44457.82,49235.46,59327.15,67963.3,74405.45,97245.05,105292.48,114128.64,129678.86,SRTRANSFIN
Receivables,,,,,,,13.98,8.48,10.5,8.92,SRTRANSFIN
Inventory,,,,,,,,,,,SRTRANSFIN
Cash & Bank,5308.09,6319.33,7085.98,4723.4,2363.86,4440.69,3674.56,3981.47,7314.92,16441.82,SRTRANSFIN
No. of Equity Shares,226348568.0,226911936.0,226930736.0,226930736.0,226930736.0,226930736.0,226930736.0,226978736.0,226882736.0,253061513.0,SRTRANSFIN
New Bonus Shares,,,,,,,,,,,SRTRANSFIN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SRTRANSFIN
