Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,39.4,39.5,39.5,39.62,39.72,39.83,39.83,39.83,39.83,39.83,JAMNAAUTO
Reserves,113.81,133.58,142.87,159.37,205.85,295.37,386.69,474.67,481.92,548.88,JAMNAAUTO
Borrowings,155.94,133.38,105.97,63.56,15.22,70.73,60.37,1.51,139.38,7.55,JAMNAAUTO
Other Liabilities,261.74,237.5,213.04,210.0,206.94,126.66,246.95,443.28,115.5,278.39,JAMNAAUTO
Total,570.89,543.96,501.38,472.55,467.73,532.59,733.84,959.29,776.63,874.65,JAMNAAUTO
Net Block,177.72,257.09,250.54,233.86,202.59,266.61,272.31,335.11,323.34,306.07,JAMNAAUTO
Capital Work in Progress,82.88,9.25,1.25,6.85,56.36,8.05,30.79,39.48,127.03,127.98,JAMNAAUTO
Investments,21.91,21.5,20.91,21.13,15.21,25.92,12.65,19.24,38.14,49.34,JAMNAAUTO
Other Assets,288.38,256.12,228.68,210.71,193.57,232.01,418.09,565.46,288.12,391.26,JAMNAAUTO
Total,570.89,543.96,501.38,472.55,467.73,532.59,733.84,959.29,776.63,874.65,JAMNAAUTO
Receivables,107.07,96.03,104.85,70.99,58.77,48.29,175.78,231.75,77.54,76.01,JAMNAAUTO
Inventory,108.52,109.24,77.47,82.55,81.86,87.1,145.84,198.93,123.48,193.45,JAMNAAUTO
Cash & Bank,11.96,11.1,10.34,6.04,5.54,8.3,9.45,24.18,3.5,37.85,JAMNAAUTO
No. of Equity Shares,39413461.0,39512864.0,39516614.0,39639040.0,79477962.0,79682776.0,398463885.0,398463885.0,398463885.0,398463885.0,JAMNAAUTO
New Bonus Shares,,,,,,,,,,,JAMNAAUTO
Face value,10.0,10.0,10.0,10.0,5.0,5.0,1.0,1.0,1.0,1.0,JAMNAAUTO
