Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.44,11.44,11.44,11.44,11.44,12.54,12.54,12.54,12.54,12.54,BANARISUG
Reserves,803.55,930.56,942.56,940.45,919.33,1054.54,1123.03,1183.34,1262.4,1343.54,BANARISUG
Borrowings,495.42,457.85,1052.3,1220.8,1534.06,1037.91,507.99,768.99,995.72,871.01,BANARISUG
Other Liabilities,252.3,314.89,274.27,231.85,356.57,296.93,142.67,237.48,163.73,163.28,BANARISUG
Total,1562.71,1714.74,2280.57,2404.54,2821.4,2401.92,1786.23,2202.35,2434.39,2390.37,BANARISUG
Net Block,685.89,668.6,631.72,916.88,1137.98,1103.32,1082.26,1026.33,1004.24,953.16,BANARISUG
Capital Work in Progress,23.1,32.51,267.85,21.6,15.11,33.96,3.64,24.12,89.68,145.14,BANARISUG
Investments,0.67,0.44,0.49,0.35,1.33,1.58,1.38,1.13,0.66,0.96,BANARISUG
Other Assets,853.05,1013.19,1380.51,1465.71,1666.98,1263.06,698.95,1150.77,1339.81,1291.11,BANARISUG
Total,1562.71,1714.74,2280.57,2404.54,2821.4,2401.92,1786.23,2202.35,2434.39,2390.37,BANARISUG
Receivables,94.29,100.65,41.39,40.2,132.61,116.25,67.48,129.19,189.4,160.76,BANARISUG
Inventory,612.73,759.82,1177.57,1210.84,1276.75,939.25,534.94,934.29,960.14,995.5,BANARISUG
Cash & Bank,4.75,3.43,3.53,10.8,20.47,9.18,3.78,4.18,8.39,3.84,BANARISUG
No. of Equity Shares,11439700.0,11439700.0,11439700.0,11439700.0,11439700.0,12539700.0,12539700.0,12539700.0,12539700.0,12539700.0,BANARISUG
New Bonus Shares,,,,,,,,,,,BANARISUG
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,BANARISUG
