Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,667.82,782.41,946.8,855.47,793.38,650.34,626.79,705.37,614.9,391.1,GILLANDERS
Raw Material Cost,366.42,399.95,512.69,435.65,383.23,284.88,278.46,316.93,266.87,105.34,GILLANDERS
Change in Inventory,4.83,9.33,18.52,-0.91,6.53,-0.82,9.92,-1.42,-14.54,-41.97,GILLANDERS
Power and Fuel,49.73,58.84,65.14,64.36,64.3,56.32,61.84,65.59,66.16,38.65,GILLANDERS
Other Mfr. Exp,83.96,96.01,141.76,123.54,113.58,106.57,73.36,80.91,64.6,39.9,GILLANDERS
Employee Cost,89.37,100.6,114.68,119.74,132.27,134.45,139.8,149.02,143.5,107.11,GILLANDERS
Selling and admin,41.98,46.13,59.86,52.06,56.39,38.77,34.42,35.57,33.54,21.82,GILLANDERS
Other Expenses,8.98,15.68,15.98,13.0,13.55,9.99,11.64,12.11,11.27,9.24,GILLANDERS
Other Income,5.82,8.25,13.59,7.94,6.69,35.08,14.69,10.94,25.51,6.78,GILLANDERS
Depreciation,24.62,24.91,28.59,20.63,18.65,19.1,16.16,16.94,15.69,11.95,GILLANDERS
Interest,28.71,28.48,35.98,40.67,46.5,47.95,44.93,44.99,42.04,31.65,GILLANDERS
Profit before tax,-15.3,29.39,4.23,-7.15,-21.87,-13.43,-9.21,-7.17,-17.8,-9.75,GILLANDERS
Tax,-6.03,8.8,-1.35,-3.94,0.8,0.19,1.43,1.63,,,GILLANDERS
Net profit,-9.27,20.59,5.58,-3.21,-22.67,-13.62,-10.64,-8.8,-17.8,-9.74,GILLANDERS
