Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1666.56,2085.89,2618.92,2852.83,2933.63,3050.22,3699.31,4025.19,3994.41,4316.71,AARTIIND
Raw Material Cost,1119.24,1194.52,1567.1,1588.42,1610.37,1635.94,1970.72,1887.56,1724.06,1829.85,AARTIIND
Change in Inventory,23.54,71.07,62.05,-17.22,-54.28,30.07,69.74,47.54,16.09,65.41,AARTIIND
Power and Fuel,45.99,153.45,166.31,186.15,97.99,109.18,118.78,113.39,124.51,143.94,AARTIIND
Other Mfr. Exp,126.27,240.8,293.57,331.78,342.8,400.41,609.7,659.75,684.42,774.07,AARTIIND
Employee Cost,45.52,63.61,75.73,89.71,110.39,140.17,176.8,230.71,292.34,358.28,AARTIIND
Selling and admin,111.22,153.19,191.12,196.63,175.64,178.77,227.45,249.48,244.86,326.83,AARTIIND
Other Expenses,-2.78,-5.03,-8.48,-13.56,12.5,7.41,8.87,15.14,10.77,14.63,AARTIIND
Other Income,2.85,4.22,10.29,5.45,10.18,2.51,2.13,4.53,10.51,1.95,AARTIIND
Depreciation,53.97,81.8,87.44,78.65,92.69,114.8,135.77,151.03,172.64,218.31,AARTIIND
Interest,71.51,95.0,117.53,137.48,115.9,117.38,130.74,179.15,121.55,86.16,AARTIIND
Profit before tax,122.01,183.84,200.94,245.8,331.25,378.74,392.35,591.05,645.86,632.0,AARTIIND
Tax,34.82,52.5,52.25,58.0,78.82,72.06,75.91,109.77,122.5,118.5,AARTIIND
Net profit,87.19,131.34,148.7,187.8,252.43,306.68,316.44,481.28,523.36,513.5,AARTIIND
