Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,92.4,127.95,108.57,69.11,87.03,63.54,76.34,149.53,73.39,62.46,TIJARIA
Raw Material Cost,79.2,86.46,81.97,49.63,63.23,41.48,55.24,103.6,44.71,49.06,TIJARIA
Change in Inventory,5.22,-4.29,3.0,3.73,4.35,-4.82,-9.62,-0.82,-0.26,-0.54,TIJARIA
Power and Fuel,4.86,8.21,5.69,2.71,4.09,4.22,4.98,5.83,4.6,3.62,TIJARIA
Other Mfr. Exp,0.82,6.87,6.58,6.3,9.93,10.05,5.3,6.26,6.42,4.94,TIJARIA
Employee Cost,4.08,5.4,3.86,2.14,3.5,2.71,1.81,2.48,3.04,2.3,TIJARIA
Selling and admin,3.81,3.47,6.08,3.06,3.71,2.56,4.06,10.6,5.45,5.06,TIJARIA
Other Expenses,0.07,-0.31,-1.69,0.94,0.81,0.23,2.94,0.14,0.14,0.59,TIJARIA
Other Income,0.75,0.09,,5.05,0.19,-1.42,-1.06,0.67,0.36,0.91,TIJARIA
Depreciation,3.24,8.03,10.43,13.53,11.8,9.78,8.23,6.34,5.2,4.76,TIJARIA
Interest,5.36,5.36,8.85,8.73,9.1,7.18,7.51,7.94,6.4,6.51,TIJARIA
Profit before tax,-3.07,0.26,-10.2,-9.15,-14.6,-20.91,-24.41,6.19,-2.47,-14.01,TIJARIA
Tax,-0.02,-0.61,0.61,,,,,,,,TIJARIA
Net profit,-3.05,0.87,-10.8,-9.15,-14.6,-20.92,-24.41,6.19,-2.46,-14.01,TIJARIA
