Report Date,2011-12-31 00:00:00,2012-12-31 00:00:00,2013-12-31 00:00:00,2014-12-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,974.9,1090.89,1237.48,1044.72,1139.96,980.98,1013.56,718.75,757.28,730.77,CLNINDIA
Raw Material Cost,578.06,681.92,794.01,716.82,709.73,596.29,662.05,449.87,446.82,428.01,CLNINDIA
Change in Inventory,12.72,29.1,23.04,23.3,-9.18,-1.08,12.4,17.33,-9.67,6.74,CLNINDIA
Power and Fuel,37.46,50.78,54.1,54.96,60.12,51.14,52.09,47.56,46.08,41.93,CLNINDIA
Other Mfr. Exp,44.94,50.8,62.22,51.4,52.14,45.55,41.39,39.55,37.25,32.3,CLNINDIA
Employee Cost,73.3,90.61,101.16,97.91,106.23,90.6,90.6,59.27,62.03,63.49,CLNINDIA
Selling and admin,75.72,78.97,99.44,83.74,70.26,71.3,71.95,71.71,68.17,47.8,CLNINDIA
Other Expenses,269.91,29.92,28.73,36.98,65.71,57.89,63.89,26.45,27.4,39.5,CLNINDIA
Other Income,506.54,28.35,130.16,1195.57,52.92,9.1,27.75,17.13,49.65,268.06,CLNINDIA
Depreciation,18.12,21.6,23.45,33.24,50.05,39.48,37.72,29.16,39.24,35.97,CLNINDIA
Interest,1.24,1.42,1.8,1.13,0.73,0.46,0.6,0.62,3.83,2.6,CLNINDIA
Profit before tax,395.41,142.32,225.77,1187.41,68.73,36.29,33.42,29.02,66.44,313.97,CLNINDIA
Tax,91.37,41.01,59.01,244.09,9.35,11.81,11.81,10.46,15.73,94.21,CLNINDIA
Net profit,304.04,101.3,166.77,943.32,59.37,24.48,21.6,18.56,50.71,219.76,CLNINDIA
