Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,LOTUSEYE
Reserves,30.11,30.53,30.57,28.59,28.69,29.26,29.84,29.32,30.46,31.9,LOTUSEYE
Borrowings,0.43,0.26,0.18,0.83,0.66,0.48,0.29,0.22,0.32,0.26,LOTUSEYE
Other Liabilities,4.72,5.31,7.01,6.2,4.68,4.4,7.28,6.18,6.53,6.26,LOTUSEYE
Total,56.06,56.9,58.56,56.42,54.83,54.94,58.21,56.52,58.11,59.22,LOTUSEYE
Net Block,47.78,45.31,46.94,47.04,43.57,41.32,42.52,44.14,42.67,40.54,LOTUSEYE
Capital Work in Progress,,0.18,0.36,0.27,0.42,0.65,0.29,0.29,,,LOTUSEYE
Investments,,,,,,,,,,,LOTUSEYE
Other Assets,8.28,11.41,11.26,9.11,10.84,12.97,15.4,12.09,15.44,18.68,LOTUSEYE
Total,56.06,56.9,58.56,56.42,54.83,54.94,58.21,56.52,58.11,59.22,LOTUSEYE
Receivables,0.38,0.31,0.39,0.35,0.51,0.68,1.14,0.76,0.66,0.74,LOTUSEYE
Inventory,2.1,3.15,3.64,3.09,2.78,1.8,2.39,2.16,2.11,1.78,LOTUSEYE
Cash & Bank,-0.03,2.33,0.92,0.52,2.47,3.4,3.81,2.59,7.02,9.91,LOTUSEYE
No. of Equity Shares,20796330.0,20796330.0,20796330.0,20796330.0,20796330.0,20796330.0,20796330.0,20796330.0,20796330.0,20796330.0,LOTUSEYE
New Bonus Shares,,,,,,,,,,,LOTUSEYE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,LOTUSEYE
