Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,323.98,442.84,488.1,491.4,281.66,352.52,509.23,699.72,469.59,503.76,WABAG
Expenses,277.78,396.38,438.31,473.47,257.98,321.95,456.03,638.11,447.95,459.21,WABAG
Other Income,0.77,4.02,3.61,12.21,1.45,1.97,5.37,1.37,10.97,1.93,WABAG
Depreciation,1.68,1.78,1.61,1.6,1.56,1.51,1.48,1.51,1.43,1.37,WABAG
Interest,18.14,20.98,20.42,17.0,18.11,20.24,19.52,17.45,17.36,19.19,WABAG
Profit before tax,27.15,27.72,31.37,11.54,5.46,10.79,37.57,44.02,13.82,25.92,WABAG
Tax,7.25,9.77,11.84,10.16,1.38,2.77,9.46,11.2,3.42,6.46,WABAG
Net profit,19.9,17.95,19.53,1.38,4.08,8.02,28.11,32.82,10.4,19.46,WABAG
Operating Profit,46.2,46.46,49.79,17.93,23.68,30.57,53.2,61.61,21.64,44.55,WABAG
