Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,138.41,157.16,213.18,298.49,287.52,290.96,324.12,398.54,522.58,435.72,ASALCBR
Raw Material Cost,63.15,103.17,142.19,149.83,157.95,129.19,106.07,137.49,190.56,121.35,ASALCBR
Change in Inventory,4.36,4.29,8.42,-1.14,-0.35,-0.51,3.08,11.93,-0.53,-2.22,ASALCBR
Power and Fuel,11.74,19.53,26.04,35.3,39.86,31.47,28.34,36.87,48.92,43.76,ASALCBR
Other Mfr. Exp,42.74,12.35,10.99,46.48,17.15,48.33,85.0,119.21,131.47,104.11,ASALCBR
Employee Cost,3.06,4.16,7.83,16.66,17.0,19.45,22.41,19.63,24.22,25.26,ASALCBR
Selling and admin,12.73,10.49,16.3,18.11,17.14,12.96,23.36,27.49,32.32,30.24,ASALCBR
Other Expenses,,,0.02,,0.01,8.53,9.79,12.11,16.78,19.39,ASALCBR
Other Income,1.75,2.74,5.16,4.1,0.59,1.73,2.35,4.17,2.11,4.62,ASALCBR
Depreciation,3.92,4.95,6.58,10.1,10.34,10.95,11.32,12.29,14.1,14.07,ASALCBR
Interest,3.74,4.04,7.02,6.54,5.19,4.1,3.84,2.23,2.08,1.47,ASALCBR
Profit before tax,3.44,5.5,9.79,18.43,23.12,27.2,39.42,47.32,63.71,78.47,ASALCBR
Tax,0.85,2.2,3.95,6.09,8.83,10.28,14.23,17.05,14.38,20.52,ASALCBR
Net profit,2.59,3.31,5.84,12.34,14.29,16.91,25.19,30.26,49.34,57.96,ASALCBR
