Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,15.48,21.0,REFEX
Reserves,0.37,-15.28,-14.1,-11.06,-5.74,-5.28,-4.33,27.3,60.38,118.57,REFEX
Borrowings,35.28,33.76,11.4,9.18,36.81,34.95,41.2,0.39,9.02,74.15,REFEX
Other Liabilities,20.6,19.2,22.53,56.39,71.29,14.93,45.16,115.39,53.09,127.68,REFEX
Total,71.73,53.16,35.31,69.99,117.84,60.08,97.51,158.56,137.97,341.4,REFEX
Net Block,40.27,32.59,17.13,15.84,15.04,14.6,14.31,14.88,21.94,86.78,REFEX
Capital Work in Progress,,,0.47,,,,,0.27,,,REFEX
Investments,0.23,0.24,0.24,0.06,0.06,0.06,0.05,0.05,0.05,74.05,REFEX
Other Assets,31.23,20.33,17.47,54.09,102.74,45.42,83.15,143.36,115.98,180.57,REFEX
Total,71.73,53.16,35.31,69.99,117.84,60.08,97.51,158.56,137.97,341.4,REFEX
Receivables,19.03,7.78,4.34,49.88,80.26,8.98,36.51,87.5,72.27,92.96,REFEX
Inventory,3.48,3.61,4.03,0.62,1.21,1.22,5.23,7.59,3.18,5.49,REFEX
Cash & Bank,0.28,1.13,1.2,0.62,0.25,0.76,0.69,3.87,20.95,17.24,REFEX
No. of Equity Shares,15475176.0,15475176.0,15475176.0,15475176.0,15475176.0,15475176.0,15475176.0,15475176.0,15475176.0,21002024.0,REFEX
New Bonus Shares,,,,,,,,,,,REFEX
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,REFEX
