Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,20.49,20.49,20.49,26.62,26.62,26.62,26.63,26.63,26.63,26.63,CANFINHOME
Reserves,327.09,371.68,431.82,744.86,851.42,1049.68,1460.35,1755.55,2123.44,2583.17,CANFINHOME
Borrowings,2300.29,3538.89,5268.52,7374.52,9443.96,11871.95,13921.02,16880.09,18748.44,19292.9,CANFINHOME
Other Liabilities,68.28,135.94,190.82,188.36,433.96,430.27,321.53,67.22,145.07,171.04,CANFINHOME
Total,2716.15,4067.0,5911.65,8334.36,10755.96,13378.52,15729.53,18729.49,21043.58,22073.74,CANFINHOME
Net Block,3.24,6.5,7.82,9.28,8.89,10.17,9.57,9.85,37.9,37.82,CANFINHOME
Capital Work in Progress,,0.29,,,,,,,,,CANFINHOME
Investments,16.94,15.94,14.94,14.94,14.94,15.94,16.0,16.3,24.31,49.6,CANFINHOME
Other Assets,2695.97,4044.27,5888.89,8310.14,10732.13,13352.41,15703.96,18703.34,20981.37,21986.32,CANFINHOME
Total,2716.15,4067.0,5911.65,8334.36,10755.96,13378.52,15729.53,18729.49,21043.58,22073.74,CANFINHOME
Receivables,,,,,,,0.21,0.14,0.26,0.71,CANFINHOME
Inventory,,,,,,,,,,,CANFINHOME
Cash & Bank,16.16,8.54,9.15,8.0,17.35,12.47,19.02,420.25,392.44,21.55,CANFINHOME
No. of Equity Shares,20500000.0,20487545.0,20487500.0,26622542.0,26622542.0,26622542.0,133154125.0,133154125.0,133154125.0,133154125.0,CANFINHOME
New Bonus Shares,,,,,,,,,,,CANFINHOME
Face value,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,CANFINHOME
