Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,40.0,40.0,40.0,80.0,80.0,80.0,80.0,79.12,76.43,76.43,PERSISTENT
Reserves,797.74,966.04,1161.87,1274.88,1484.65,1734.41,1973.2,2142.07,2222.11,2689.1,PERSISTENT
Borrowings,0.65,1.42,3.19,4.49,3.27,2.72,2.19,1.67,37.41,38.6,PERSISTENT
Other Liabilities,132.23,121.69,143.29,203.09,221.34,242.36,223.6,266.01,325.62,471.15,PERSISTENT
Total,970.62,1129.15,1348.35,1562.46,1789.26,2059.49,2278.99,2488.87,2661.57,3275.28,PERSISTENT
Net Block,278.74,287.88,271.8,307.17,292.08,272.31,244.14,221.41,236.51,275.65,PERSISTENT
Capital Work in Progress,52.33,34.63,30.47,4.0,1.38,2.89,1.48,7.21,18.55,11.23,PERSISTENT
Investments,261.55,386.65,551.26,769.33,768.91,943.41,1142.12,1083.95,1354.46,1415.45,PERSISTENT
Other Assets,378.0,419.99,494.82,481.96,726.89,840.88,891.25,1176.3,1052.05,1572.95,PERSISTENT
Total,970.62,1129.15,1348.35,1562.46,1789.26,2059.49,2278.99,2488.87,2661.57,3275.28,PERSISTENT
Receivables,166.04,203.4,226.59,254.21,381.51,478.14,342.51,242.99,288.31,296.63,PERSISTENT
Inventory,,,,,,,,,,,PERSISTENT
Cash & Bank,104.4,29.81,58.94,91.25,53.65,49.73,118.19,522.43,293.8,824.97,PERSISTENT
No. of Equity Shares,40000000.0,40000000.0,40000000.0,80000000.0,80000000.0,80000000.0,80000000.0,79120000.0,76430000.0,76430000.0,PERSISTENT
New Bonus Shares,,,,40000000.0,,,,,,,PERSISTENT
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PERSISTENT
