Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.3,0.3,0.3,0.3,0.3,4.2,6.0,6.0,12.0,12.0,PANACHE
Reserves,0.78,1.13,1.56,2.55,4.46,2.35,17.33,21.37,16.98,20.42,PANACHE
Borrowings,6.12,8.16,8.59,11.93,15.95,18.12,13.27,23.91,28.63,28.95,PANACHE
Other Liabilities,3.95,6.87,5.62,9.77,14.32,16.78,48.13,49.67,37.5,17.21,PANACHE
Total,11.15,16.46,16.07,24.55,35.03,41.45,84.73,100.95,95.11,78.58,PANACHE
Net Block,1.07,0.97,3.39,3.27,3.29,3.26,3.3,4.13,5.39,4.91,PANACHE
Capital Work in Progress,,,,,,,0.01,0.18,6.3,6.3,PANACHE
Investments,,,,,,0.09,0.33,0.34,0.73,0.73,PANACHE
Other Assets,10.08,15.49,12.68,21.28,31.74,38.1,81.09,96.3,82.69,66.64,PANACHE
Total,11.15,16.46,16.07,24.55,35.03,41.45,84.73,100.95,95.11,78.58,PANACHE
Receivables,2.78,5.96,7.02,13.6,14.33,20.93,42.67,57.82,39.3,38.38,PANACHE
Inventory,6.14,7.52,4.21,5.77,14.09,15.05,30.22,25.5,27.43,17.55,PANACHE
Cash & Bank,0.53,0.93,0.58,1.34,2.15,1.11,1.95,4.7,1.73,0.81,PANACHE
No. of Equity Shares,3000000.0,3000000.0,3000000.0,3000000.0,300000.0,4200000.0,6000000.0,6000000.0,12000000.0,12000000.0,PANACHE
New Bonus Shares,,,,,,,,,,,PANACHE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,PANACHE
