Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,195.72,195.72,195.87,195.87,197.0,197.0,191.0,375.0,375.0,370.0,TCS
Reserves,24560.91,32266.53,43856.01,45220.57,64816.0,77825.0,75675.0,78523.0,73993.0,74424.0,TCS
Borrowings,104.2,171.94,115.48,272.85,178.0,250.0,225.0,39.0,5262.0,5077.0,TCS
Other Liabilities,9279.88,10051.62,13209.96,17104.55,11860.0,11172.0,14541.0,20224.0,24998.0,29145.0,TCS
Total,34140.71,42685.81,57377.32,62793.84,77051.0,89444.0,90632.0,99161.0,104628.0,109016.0,TCS
Net Block,4063.62,5104.28,5929.19,7996.29,9080.0,9231.0,9440.0,9661.0,16122.0,16059.0,TCS
Capital Work in Progress,1399.82,1763.85,3047.53,2706.94,1640.0,1477.0,1238.0,834.0,781.0,861.0,TCS
Investments,5688.39,6324.38,5832.42,3398.7,24159.0,42930.0,37259.0,30469.0,27875.0,30729.0,TCS
Other Assets,22988.88,29493.3,42568.18,48691.91,42172.0,35806.0,42695.0,58197.0,59850.0,61367.0,TCS
Total,34140.71,42685.81,57377.32,62793.84,77051.0,89444.0,90632.0,99161.0,104628.0,109016.0,TCS
Receivables,9107.72,11202.32,14471.89,17036.76,19058.0,16582.0,18882.0,24029.0,28660.0,25222.0,TCS
Inventory,4.14,6.34,8.57,12.34,9.0,21.0,25.0,10.0,5.0,7.0,TCS
Cash & Bank,3280.07,4054.16,12566.26,16502.5,4806.0,1316.0,3487.0,8900.0,4824.0,3142.0,TCS
No. of Equity Shares,1957220996.0,1957220996.0,1958727979.0,1958727979.0,1970427941.0,1970427941.0,1914287591.0,3752384706.0,3752384706.0,3699051373.0,TCS
New Bonus Shares,,,,,,,,,,,TCS
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,TCS
