Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.96,7.96,7.96,7.96,7.96,7.94,7.94,10.91,21.82,21.82,BHAGERIA
Reserves,14.56,15.09,27.23,59.04,69.55,256.7,287.38,331.49,380.35,429.66,BHAGERIA
Borrowings,10.67,13.7,40.81,16.99,14.99,144.99,83.51,23.49,20.68,26.91,BHAGERIA
Other Liabilities,14.23,19.89,41.89,39.89,46.98,115.31,116.1,101.23,103.45,91.33,BHAGERIA
Total,47.42,56.64,117.89,123.88,139.48,524.94,494.93,467.12,526.3,569.72,BHAGERIA
Net Block,4.72,4.59,7.22,18.02,22.76,269.05,299.25,286.77,331.47,320.02,BHAGERIA
Capital Work in Progress,,,,,3.84,18.16,4.34,15.09,17.97,45.1,BHAGERIA
Investments,,,,21.33,33.36,28.82,1.34,9.93,0.44,3.84,BHAGERIA
Other Assets,42.7,52.05,110.67,84.53,79.52,208.91,190.0,155.33,176.42,200.76,BHAGERIA
Total,47.42,56.64,117.89,123.88,139.48,524.94,494.93,467.12,526.3,569.72,BHAGERIA
Receivables,16.67,23.53,53.8,44.03,44.91,52.21,87.37,63.32,78.14,92.16,BHAGERIA
Inventory,7.8,12.08,18.83,25.35,18.56,23.83,31.03,18.71,38.03,37.65,BHAGERIA
Cash & Bank,7.07,5.5,30.15,8.44,8.76,109.52,33.0,35.81,9.58,22.63,BHAGERIA
No. of Equity Shares,7962750.0,7962750.0,7962750.0,7962750.0,7962750.0,15879560.0,15879560.0,21822090.0,43644180.0,43644180.0,BHAGERIA
New Bonus Shares,,,,,,,,,,,BHAGERIA
Face value,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,5.0,BHAGERIA
