Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,1.97,28.01,1.67,24.64,1.42,11.01,1.21,16.26,1.26,47.99,KIRLOSIND
Expenses,3.64,3.76,3.72,5.73,4.98,4.26,5.45,6.26,3.53,4.94,KIRLOSIND
Other Income,6.94,8.96,6.95,6.95,6.88,6.24,8.88,6.21,7.03,7.52,KIRLOSIND
Depreciation,0.7,0.74,0.75,0.76,0.81,0.81,0.85,0.69,0.7,0.72,KIRLOSIND
Interest,0.3,0.34,0.32,0.41,0.37,0.37,0.4,0.41,0.41,0.39,KIRLOSIND
Profit before tax,4.27,32.13,3.83,24.69,2.14,11.81,3.39,15.11,3.65,49.46,KIRLOSIND
Tax,1.4,2.25,0.64,1.18,0.81,2.23,0.66,1.56,0.79,12.19,KIRLOSIND
Net profit,2.87,29.88,3.19,23.51,1.33,9.58,2.73,13.55,2.86,37.27,KIRLOSIND
Operating Profit,-1.67,24.25,-2.05,18.91,-3.56,6.75,-4.24,10.0,-2.27,43.05,KIRLOSIND
