Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,225.99,205.87,196.08,275.89,330.63,321.23,327.96,366.71,369.69,319.26,GDL
Raw Material Cost,,,,,,,,,,,GDL
Change in Inventory,,,,,,,,,,,GDL
Power and Fuel,5.1,6.47,7.1,7.85,7.78,7.66,6.35,5.37,4.81,4.53,GDL
Other Mfr. Exp,67.14,80.94,91.55,127.12,208.55,212.09,220.0,242.18,195.82,181.36,GDL
Employee Cost,10.33,10.89,10.91,13.84,15.56,17.51,17.87,21.22,22.53,29.45,GDL
Selling and admin,13.65,12.75,13.7,14.4,15.46,16.4,17.36,23.13,22.65,18.9,GDL
Other Expenses,2.4,1.93,0.94,3.34,4.49,3.27,3.48,7.92,3.1,1.46,GDL
Other Income,7.82,8.2,4.41,31.74,98.53,26.9,22.19,74.53,58.48,133.59,GDL
Depreciation,15.1,15.27,17.93,26.77,22.55,21.5,24.33,26.6,42.47,39.84,GDL
Interest,1.36,1.54,2.64,4.92,2.51,2.98,8.13,10.11,74.43,53.14,GDL
Profit before tax,118.73,84.28,55.72,109.39,152.26,66.72,52.63,104.71,62.36,124.17,GDL
Tax,36.72,26.72,18.64,28.69,35.49,15.02,14.62,16.54,1.33,17.99,GDL
Net profit,82.01,57.56,37.07,80.69,116.77,51.7,38.01,88.16,61.03,106.19,GDL
