Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.56,11.56,11.56,11.56,11.56,11.56,11.56,11.13,11.13,11.13,DELPHIFX
Reserves,51.54,61.92,69.99,77.53,88.96,124.97,175.06,93.56,132.35,173.03,DELPHIFX
Borrowings,131.41,91.88,144.17,85.46,77.58,63.11,118.9,55.95,75.22,12.01,DELPHIFX
Other Liabilities,67.8,99.34,109.02,96.71,89.98,101.75,102.62,132.48,40.45,74.17,DELPHIFX
Total,262.31,264.7,334.74,271.26,268.08,301.39,408.14,293.12,259.15,270.34,DELPHIFX
Net Block,50.7,49.7,46.54,41.5,38.46,38.51,38.59,7.92,54.85,5.43,DELPHIFX
Capital Work in Progress,,,,,,,0.23,,,,DELPHIFX
Investments,4.16,5.57,27.22,26.15,28.84,53.76,80.49,0.38,0.38,0.27,DELPHIFX
Other Assets,207.45,209.43,260.98,203.61,200.78,209.12,288.83,284.82,203.92,264.64,DELPHIFX
Total,262.31,264.7,334.74,271.26,268.08,301.39,408.14,293.12,259.15,270.34,DELPHIFX
Receivables,77.91,81.91,132.04,80.15,84.88,96.34,59.74,31.56,12.29,53.19,DELPHIFX
Inventory,20.1,21.6,19.04,10.63,14.07,23.65,24.25,30.19,9.84,1.82,DELPHIFX
Cash & Bank,58.13,40.61,68.92,71.32,46.98,35.98,163.14,88.03,34.38,43.39,DELPHIFX
No. of Equity Shares,11564357.0,11564357.0,11564357.0,11564357.0,11564357.0,11564357.0,11564357.0,11127890.0,11127890.0,11127890.0,DELPHIFX
New Bonus Shares,,,,,,,,,,,DELPHIFX
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,DELPHIFX
