Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,569.81,515.5,444.78,516.89,563.3,610.93,638.79,828.83,858.58,692.31,VOLTAMP
Raw Material Cost,471.47,392.63,348.24,440.17,455.15,474.96,370.64,479.27,466.23,366.47,VOLTAMP
Change in Inventory,15.16,-20.4,-18.76,14.64,11.85,-3.33,1.26,12.32,15.13,-11.51,VOLTAMP
Power and Fuel,2.72,3.23,3.46,3.82,3.57,3.99,4.52,4.45,4.59,3.14,VOLTAMP
Other Mfr. Exp,30.66,22.77,19.34,24.18,27.02,13.41,140.1,199.42,215.46,167.62,VOLTAMP
Employee Cost,18.81,19.76,18.45,21.22,21.24,22.06,24.48,29.45,33.29,33.23,VOLTAMP
Selling and admin,16.05,20.53,21.47,22.19,29.81,28.51,27.01,29.82,32.48,25.05,VOLTAMP
Other Expenses,4.87,2.0,0.08,0.2,0.92,4.5,5.98,4.57,7.19,7.67,VOLTAMP
Other Income,16.79,20.02,26.74,21.16,28.27,38.98,39.38,36.25,8.61,72.29,VOLTAMP
Depreciation,8.27,7.67,7.13,7.22,5.98,5.82,6.0,7.15,8.99,8.85,VOLTAMP
Interest,0.48,0.49,0.37,0.3,0.44,0.51,0.56,0.59,0.73,0.6,VOLTAMP
Profit before tax,48.43,46.04,34.22,33.39,59.29,92.82,100.14,122.68,113.36,140.46,VOLTAMP
Tax,15.15,13.13,7.92,4.98,15.31,20.62,26.66,37.84,23.97,28.24,VOLTAMP
Net profit,33.28,32.9,26.29,28.41,43.98,72.21,73.48,84.84,89.38,112.22,VOLTAMP
