Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,3.1,3.1,3.1,3.1,3.1,3.1,14.78,14.78,14.78,14.78,AARVI
Reserves,12.68,16.13,20.0,25.7,26.96,30.1,43.85,48.37,50.36,57.65,AARVI
Borrowings,9.96,11.29,10.72,8.77,9.15,14.51,3.88,8.07,9.53,3.54,AARVI
Other Liabilities,12.77,11.26,13.56,13.79,11.75,16.31,15.63,26.56,26.81,30.25,AARVI
Total,38.51,41.78,47.38,51.36,50.96,64.02,78.14,97.78,101.48,106.22,AARVI
Net Block,3.65,8.83,8.77,8.28,6.85,6.57,6.42,12.15,11.17,10.0,AARVI
Capital Work in Progress,,,,,,,,0.08,0.12,0.17,AARVI
Investments,0.45,0.72,0.47,0.32,0.67,0.67,0.67,0.67,0.67,0.67,AARVI
Other Assets,34.41,32.23,38.14,42.76,43.44,56.78,71.05,84.88,89.52,95.38,AARVI
Total,38.51,41.78,47.38,51.36,50.96,64.02,78.14,97.78,101.48,106.22,AARVI
Receivables,17.68,20.97,28.29,31.19,27.18,32.3,38.67,42.22,48.34,48.72,AARVI
Inventory,0.07,0.07,,,,,,,,,AARVI
Cash & Bank,1.91,2.86,3.73,3.74,2.03,6.48,6.63,3.82,1.64,16.1,AARVI
No. of Equity Shares,310000.0,3100000.0,3100000.0,3100000.0,3100000.0,310000.0,14784000.0,14784000.0,14784000.0,14784000.0,AARVI
New Bonus Shares,,,,,,,7750000.0,,,,AARVI
Face value,100.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0,10.0,10.0,AARVI
