Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,83.97,89.43,85.97,76.22,49.07,95.09,92.53,98.75,90.99,171.32,RUSHIL
Expenses,72.48,78.26,73.56,74.38,47.73,82.04,82.83,87.87,89.48,149.42,RUSHIL
Other Income,0.93,0.49,0.41,1.71,0.39,0.26,2.26,2.94,0.18,0.2,RUSHIL
Depreciation,2.15,2.18,2.19,2.17,2.17,2.19,2.21,3.17,5.9,6.02,RUSHIL
Interest,3.25,2.92,6.5,-0.63,3.26,3.07,2.69,3.4,5.88,5.76,RUSHIL
Profit before tax,7.02,6.56,4.13,2.01,-3.7,8.05,7.06,7.25,-10.09,10.32,RUSHIL
Tax,1.01,-2.53,-5.2,3.38,-0.07,1.23,1.73,2.06,-2.5,2.63,RUSHIL
Net profit,6.0,9.08,9.34,-1.38,-3.62,6.82,5.33,5.19,-7.58,7.68,RUSHIL
Operating Profit,11.49,11.17,12.41,1.84,1.34,13.05,9.7,10.88,1.51,21.9,RUSHIL
