Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.07,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,14.65,BHANDARI
Reserves,14.36,32.84,34.81,36.83,40.18,44.41,48.94,54.12,59.26,60.78,BHANDARI
Borrowings,20.81,23.33,29.3,46.79,55.27,73.22,81.92,86.66,104.95,108.29,BHANDARI
Other Liabilities,10.84,13.95,9.56,17.26,14.59,16.9,26.19,24.32,26.27,23.57,BHANDARI
Total,56.08,84.77,88.32,115.53,124.69,149.18,171.7,179.75,205.13,207.29,BHANDARI
Net Block,10.11,21.45,20.45,43.52,40.73,45.59,56.2,52.65,65.26,59.78,BHANDARI
Capital Work in Progress,0.26,12.3,9.43,0.05,0.05,0.98,0.05,0.95,0.05,2.26,BHANDARI
Investments,,,,,,,,,,,BHANDARI
Other Assets,45.71,51.02,58.44,71.96,83.91,102.61,115.45,126.15,139.82,145.25,BHANDARI
Total,56.08,84.77,88.32,115.53,124.69,149.18,171.7,179.75,205.13,207.29,BHANDARI
Receivables,7.53,10.17,15.07,19.38,30.57,41.83,46.14,42.37,53.32,51.18,BHANDARI
Inventory,33.8,34.47,35.62,45.43,43.87,46.75,58.89,68.92,72.22,76.58,BHANDARI
Cash & Bank,0.65,0.4,1.01,0.47,1.43,0.7,1.69,1.53,0.96,2.25,BHANDARI
No. of Equity Shares,10065195.0,14652695.0,14652695.0,14652695.0,146526950.0,146526950.0,146526950.0,146526950.0,146526950.0,146526950.0,BHANDARI
New Bonus Shares,,,,,,,,,,,BHANDARI
Face value,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,BHANDARI
