Report Date,2012-06-30 00:00:00,2013-06-30 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-06-30 00:00:00,2017-06-30 00:00:00,2018-06-30 00:00:00,2019-06-30 00:00:00,2020-06-30 00:00:00,2021-06-30 00:00:00,Company_Name
Sales,173.34,262.38,283.21,272.28,309.72,332.4,345.04,378.48,354.98,251.01,ACCELYA
Raw Material Cost,,,,,,,,,,,ACCELYA
Change in Inventory,,,,,,,,,,,ACCELYA
Power and Fuel,2.24,3.12,3.1,2.91,3.12,3.19,3.0,3.29,3.07,2.01,ACCELYA
Other Mfr. Exp,5.15,5.93,6.97,8.66,9.03,12.98,13.27,14.06,15.81,17.42,ACCELYA
Employee Cost,78.21,94.31,110.77,119.01,130.98,132.33,136.95,142.2,135.36,123.51,ACCELYA
Selling and admin,43.11,44.75,41.62,36.69,35.3,41.71,53.68,63.85,50.68,29.04,ACCELYA
Other Expenses,-3.97,3.16,-0.97,3.89,3.99,3.95,-2.07,-0.81,8.42,0.72,ACCELYA
Other Income,5.87,4.72,19.35,24.08,9.85,21.71,15.29,16.8,14.87,18.76,ACCELYA
Depreciation,7.12,10.9,12.17,13.29,13.28,14.34,14.33,16.68,32.11,33.85,ACCELYA
Interest,0.73,0.46,0.41,0.43,0.6,0.39,0.35,,5.49,4.47,ACCELYA
Profit before tax,46.62,104.47,128.49,111.48,123.27,145.22,140.82,156.01,118.91,58.75,ACCELYA
Tax,15.21,33.23,41.16,35.76,42.58,50.47,46.1,52.16,30.27,13.56,ACCELYA
Net profit,31.41,71.24,87.33,75.72,80.69,94.75,94.72,103.85,88.64,45.19,ACCELYA
