Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.05,0.05,0.05,9.91,9.91,9.93,9.94,9.96,10.02,10.06,GULFOILLUB
Reserves,,,-0.01,177.19,238.62,344.2,457.48,576.78,751.29,859.31,GULFOILLUB
Borrowings,,,,215.43,194.72,178.49,248.06,283.11,375.91,211.38,GULFOILLUB
Other Liabilities,,0.01,33.82,161.98,205.34,205.59,313.45,272.62,309.32,364.78,GULFOILLUB
Total,0.05,0.06,33.86,564.51,648.59,738.21,1028.93,1142.47,1446.54,1445.53,GULFOILLUB
Net Block,,,33.82,89.18,106.93,117.97,260.08,270.5,280.47,253.62,GULFOILLUB
Capital Work in Progress,,,,8.42,1.9,29.18,6.0,0.71,0.66,3.74,GULFOILLUB
Investments,,,,2.64,3.15,3.72,4.15,4.6,4.59,20.27,GULFOILLUB
Other Assets,0.05,0.06,0.04,464.27,536.61,587.34,758.7,866.66,1160.82,1167.9,GULFOILLUB
Total,0.05,0.06,33.86,564.51,648.59,738.21,1028.93,1142.47,1446.54,1445.53,GULFOILLUB
Receivables,,,,114.12,106.44,109.62,134.62,150.66,187.0,188.96,GULFOILLUB
Inventory,,,,141.59,156.89,149.93,236.8,338.79,328.27,376.51,GULFOILLUB
Cash & Bank,0.05,0.05,0.05,180.44,235.07,289.57,326.19,292.6,550.94,495.6,GULFOILLUB
No. of Equity Shares,50000.0,50000.0,50000.0,49572490.0,49572490.0,49633790.0,49699905.0,49797272.0,50105710.0,50309527.0,GULFOILLUB
New Bonus Shares,,,,,,,,,,,GULFOILLUB
Face value,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,GULFOILLUB
