Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,463.3,517.35,665.99,706.62,617.46,585.43,563.06,594.11,520.36,453.96,SUPERHOUSE
Raw Material Cost,201.94,304.37,408.59,317.2,366.51,236.26,215.36,219.69,176.37,151.43,SUPERHOUSE
Change in Inventory,10.27,2.32,6.48,15.4,13.91,-1.53,-13.98,-3.24,-9.95,-13.99,SUPERHOUSE
Power and Fuel,10.4,11.86,15.07,15.64,13.88,14.37,15.59,16.77,15.94,13.12,SUPERHOUSE
Other Mfr. Exp,139.13,67.44,64.19,203.06,83.74,188.27,182.41,204.31,185.69,160.53,SUPERHOUSE
Employee Cost,25.14,30.56,35.53,41.73,40.49,41.65,42.63,40.64,40.15,32.36,SUPERHOUSE
Selling and admin,41.73,47.29,65.72,62.05,55.7,53.03,49.32,51.05,46.38,32.58,SUPERHOUSE
Other Expenses,2.45,2.21,2.5,3.88,4.27,4.61,3.89,3.57,4.51,6.88,SUPERHOUSE
Other Income,2.51,5.17,5.1,4.79,8.01,6.67,12.36,5.97,11.81,5.96,SUPERHOUSE
Depreciation,9.67,11.33,13.05,13.25,13.97,14.69,14.7,14.11,13.73,14.4,SUPERHOUSE
Interest,15.98,17.19,23.34,19.07,19.57,18.3,18.0,17.6,15.1,9.71,SUPERHOUSE
Profit before tax,29.64,32.59,49.58,50.93,41.25,19.39,19.54,29.1,24.35,24.92,SUPERHOUSE
Tax,10.48,11.25,17.14,18.47,16.14,6.38,6.64,9.97,0.05,5.28,SUPERHOUSE
Net profit,19.16,21.34,32.45,32.47,25.11,13.02,12.89,19.14,24.3,19.64,SUPERHOUSE
