Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.43,11.43,11.43,11.43,11.43,11.43,11.43,11.43,11.43,11.43,MAHSCOOTER
Reserves,191.07,213.17,227.34,240.83,300.56,6541.06,8213.84,11311.79,8199.35,16232.14,MAHSCOOTER
Borrowings,,,,,,,,,,,MAHSCOOTER
Other Liabilities,37.23,57.98,61.52,66.07,25.35,19.82,17.84,390.84,14.43,1036.33,MAHSCOOTER
Total,239.73,282.58,300.29,318.33,337.34,6572.31,8243.11,11714.06,8225.21,17279.9,MAHSCOOTER
Net Block,7.21,7.32,7.36,4.38,7.18,7.05,12.53,14.69,15.33,14.28,MAHSCOOTER
Capital Work in Progress,,,,,,,,,,,MAHSCOOTER
Investments,205.6,223.13,260.42,271.14,280.37,6511.09,8196.11,11679.65,8079.88,17189.16,MAHSCOOTER
Other Assets,26.92,52.13,32.51,42.81,49.79,54.17,34.47,19.72,130.0,76.46,MAHSCOOTER
Total,239.73,282.58,300.29,318.33,337.34,6572.31,8243.11,11714.06,8225.21,17279.9,MAHSCOOTER
Receivables,1.59,2.53,1.3,2.6,2.44,2.21,3.45,3.73,4.7,6.83,MAHSCOOTER
Inventory,0.27,0.57,0.46,1.28,0.53,1.18,1.2,1.51,3.36,3.6,MAHSCOOTER
Cash & Bank,7.43,31.67,14.55,12.45,6.17,27.6,13.32,5.71,81.92,56.25,MAHSCOOTER
No. of Equity Shares,11428568.0,11428568.0,11428568.0,11428568.0,11428568.0,11428568.0,11428568.0,11428568.0,11428568.0,11428568.0,MAHSCOOTER
New Bonus Shares,,,,,,,,,,,MAHSCOOTER
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MAHSCOOTER
