Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,326.76,339.69,414.38,533.49,600.79,736.03,867.35,1034.63,756.45,667.75,MAHESHWARI
Raw Material Cost,178.73,206.11,257.46,321.38,345.98,452.94,580.27,540.73,493.59,472.46,MAHESHWARI
Change in Inventory,-1.98,14.23,-5.6,-7.34,0.12,15.63,3.04,2.72,1.2,-6.77,MAHESHWARI
Power and Fuel,,,,,0.45,0.24,14.34,17.22,7.88,4.56,MAHESHWARI
Other Mfr. Exp,,,,,212.77,253.03,220.25,405.67,178.94,120.12,MAHESHWARI
Employee Cost,4.86,6.25,7.95,7.18,8.59,10.9,12.87,13.95,18.7,13.08,MAHESHWARI
Selling and admin,,,,,4.42,6.89,7.61,9.44,7.22,8.1,MAHESHWARI
Other Expenses,125.23,125.09,125.61,179.84,5.22,-0.28,-0.18,4.87,0.12,-0.31,MAHESHWARI
Other Income,0.07,0.85,0.51,1.44,0.12,2.07,3.47,4.31,2.31,2.24,MAHESHWARI
Depreciation,7.37,5.12,3.54,2.51,2.39,4.89,7.41,8.14,11.88,12.85,MAHESHWARI
Interest,6.51,5.31,6.27,7.25,10.71,9.41,13.4,18.43,21.52,19.72,MAHESHWARI
Profit before tax,2.15,6.89,8.46,9.43,10.5,15.71,17.89,23.21,20.11,12.64,MAHESHWARI
Tax,0.78,2.62,3.3,3.58,3.18,6.0,6.24,8.14,5.42,3.36,MAHESHWARI
Net profit,1.37,4.27,5.17,5.84,7.31,9.72,11.65,15.08,14.7,9.28,MAHESHWARI
