Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.04,9.74,10.23,10.23,10.23,10.23,10.26,10.27,10.27,10.27,SKIPPER
Reserves,127.49,196.35,220.94,293.63,371.29,521.89,627.02,638.36,677.31,697.52,SKIPPER
Borrowings,299.42,424.32,439.5,382.86,468.2,435.99,496.5,523.05,453.75,438.55,SKIPPER
Other Liabilities,235.45,156.45,210.85,376.97,340.54,422.74,609.74,481.14,571.79,772.87,SKIPPER
Total,669.4,786.86,881.52,1063.69,1190.26,1390.85,1743.52,1652.82,1713.12,1919.21,SKIPPER
Net Block,282.77,326.21,338.52,351.27,385.24,496.85,520.87,514.48,578.83,656.91,SKIPPER
Capital Work in Progress,2.05,3.59,8.29,3.47,39.95,14.36,1.58,8.45,10.7,11.64,SKIPPER
Investments,,,,,,,,8.94,9.52,9.64,SKIPPER
Other Assets,384.58,457.06,534.71,708.95,765.07,879.64,1221.07,1120.95,1114.07,1241.02,SKIPPER
Total,669.4,786.86,881.52,1063.69,1190.26,1390.85,1743.52,1652.82,1713.12,1919.21,SKIPPER
Receivables,144.94,154.87,231.82,375.78,372.37,372.2,516.44,494.29,438.12,471.84,SKIPPER
Inventory,168.93,237.79,229.01,228.24,249.99,368.18,562.27,534.75,492.33,601.49,SKIPPER
Cash & Bank,8.57,12.82,26.31,56.09,49.8,24.94,17.58,10.85,12.84,26.29,SKIPPER
No. of Equity Shares,70444250.0,97444250.0,102320000.0,102316462.0,102316462.0,102582962.0,102582962.0,102670212.0,102670212.0,102670212.0,SKIPPER
New Bonus Shares,,,,,,,,,,,SKIPPER
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SKIPPER
