Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,333.59,293.05,326.46,343.74,67.32,219.59,292.19,388.43,294.93,399.51,VISHAL
Expenses,309.04,269.91,300.58,313.89,61.95,202.11,267.86,347.35,264.03,357.18,VISHAL
Other Income,0.3,0.53,1.4,0.07,0.04,0.21,1.87,-0.33,0.1,0.5,VISHAL
Depreciation,7.06,7.12,7.12,9.04,5.1,5.89,7.45,7.48,8.43,7.07,VISHAL
Interest,7.57,8.2,7.73,8.53,8.04,8.89,7.93,9.52,8.68,9.02,VISHAL
Profit before tax,10.22,8.35,12.43,12.35,-7.73,2.91,10.82,23.75,13.89,26.74,VISHAL
Tax,2.2,-0.25,4.07,7.22,0.43,0.43,1.0,9.78,3.65,6.97,VISHAL
Net profit,8.02,8.59,8.36,5.12,-8.16,2.48,9.82,13.97,10.24,19.77,VISHAL
Operating Profit,24.55,23.14,25.88,29.85,5.37,17.48,24.33,41.08,30.9,42.33,VISHAL
