Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1405.1,1574.13,1742.34,1840.3,2139.6,2362.98,2556.14,2808.76,2764.88,2420.36,3MINDIA
Raw Material Cost,875.6,953.28,1068.57,1101.08,1212.23,1326.63,1351.34,1500.57,1620.14,1473.56,3MINDIA
Change in Inventory,59.75,4.07,5.06,31.87,10.42,8.72,19.99,13.88,8.22,-20.87,3MINDIA
Power and Fuel,9.77,10.77,12.22,11.76,13.51,13.06,15.09,16.79,16.04,12.59,3MINDIA
Other Mfr. Exp,67.59,66.17,46.62,47.46,17.45,17.74,19.47,20.43,18.49,19.19,3MINDIA
Employee Cost,185.73,212.89,247.65,246.23,250.46,280.11,324.08,301.15,297.92,336.87,3MINDIA
Selling and admin,183.78,200.78,207.23,220.74,264.16,326.72,333.69,402.7,326.37,266.49,3MINDIA
Other Expenses,20.27,22.72,53.05,40.8,55.55,38.6,52.56,73.39,154.31,53.11,3MINDIA
Other Income,5.03,10.15,19.36,14.09,17.62,49.4,43.53,32.82,41.56,26.87,3MINDIA
Depreciation,27.03,36.3,47.6,49.6,48.93,46.75,41.8,41.88,57.38,59.68,3MINDIA
Interest,4.0,10.24,14.75,4.02,2.25,2.27,1.94,1.09,3.61,2.43,3MINDIA
Profit before tax,96.11,75.2,69.07,164.57,303.1,369.22,479.69,497.46,320.4,202.44,3MINDIA
Tax,31.34,22.93,26.08,56.22,108.34,128.47,169.15,174.47,101.43,53.14,3MINDIA
Net profit,64.77,52.27,42.99,108.34,194.76,240.76,310.54,322.99,218.97,149.3,3MINDIA
