Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.0,10.0,10.0,10.0,10.0,9.9,9.9,9.65,9.65,9.65,ICRA
Reserves,272.92,312.37,345.65,366.99,398.36,491.94,560.95,538.59,572.88,604.93,ICRA
Borrowings,,,,,,,,,,,ICRA
Other Liabilities,71.65,82.12,89.78,117.42,125.23,93.22,93.5,98.66,101.36,101.94,ICRA
Total,354.57,404.49,445.43,494.41,533.59,595.06,664.35,646.9,683.89,716.52,ICRA
Net Block,16.01,16.04,16.82,16.69,15.49,12.99,12.14,10.68,28.82,24.88,ICRA
Capital Work in Progress,,,,,,,,1.27,1.88,2.33,ICRA
Investments,278.14,321.29,371.99,343.59,271.03,337.2,365.09,208.42,130.89,203.68,ICRA
Other Assets,60.42,67.16,56.62,134.13,247.07,244.87,287.12,426.53,522.3,485.63,ICRA
Total,354.57,404.49,445.43,494.41,533.59,595.06,664.35,646.9,683.89,716.52,ICRA
Receivables,16.09,12.01,11.71,21.61,16.49,18.56,21.73,19.43,33.39,15.99,ICRA
Inventory,,,,,,,,,,,ICRA
Cash & Bank,20.85,21.23,11.94,77.59,181.09,183.13,194.54,338.94,435.24,323.41,ICRA
No. of Equity Shares,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,9919323.0,9903280.0,9651231.0,9651231.0,9651231.0,ICRA
New Bonus Shares,,,,,,,,,,,ICRA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ICRA
