Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1916.8,2152.1,2332.5,2442.4,2640.1,2572.5,2719.3,2918.4,2661.8,2421.4,AKZOINDIA
Raw Material Cost,1199.4,1283.5,1393.0,1418.9,1480.6,1405.2,1501.6,1705.5,1468.4,1339.9,AKZOINDIA
Change in Inventory,60.4,-12.0,14.6,12.6,-5.7,16.6,-24.5,14.4,25.9,17.2,AKZOINDIA
Power and Fuel,13.4,14.6,15.5,16.4,17.4,14.5,15.7,17.2,15.8,12.6,AKZOINDIA
Other Mfr. Exp,16.1,114.9,127.4,27.4,28.9,23.9,22.8,30.5,30.5,28.3,AKZOINDIA
Employee Cost,147.4,175.3,193.9,205.8,232.5,244.5,276.3,265.0,263.8,251.1,AKZOINDIA
Selling and admin,421.0,332.4,374.2,494.9,454.2,497.3,506.4,486.6,422.4,349.8,AKZOINDIA
Other Expenses,4.9,30.9,51.2,30.2,161.2,74.8,72.4,85.5,116.4,113.5,AKZOINDIA
Other Income,111.9,138.1,56.7,67.7,110.5,65.2,240.2,42.8,41.1,20.6,AKZOINDIA
Depreciation,36.6,38.6,43.7,52.6,53.7,54.3,58.2,65.2,79.0,75.5,AKZOINDIA
Interest,3.9,8.9,1.5,1.5,2.2,3.2,3.5,4.5,9.3,10.3,AKZOINDIA
Profit before tax,246.4,279.1,203.4,275.0,314.2,336.6,478.1,315.6,323.2,278.2,AKZOINDIA
Tax,44.6,60.3,53.2,88.7,100.0,89.6,77.5,104.6,85.8,70.6,AKZOINDIA
Net profit,201.8,218.8,150.2,186.3,214.2,247.0,400.6,211.0,237.4,207.6,AKZOINDIA
