Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1626.63,1669.65,1285.34,1413.17,1178.71,1536.65,2050.93,1879.68,1449.15,1325.59,GMDCLTD
Raw Material Cost,,,,,,,,,,,GMDCLTD
Change in Inventory,-3.63,-0.63,11.48,2.55,-3.85,27.5,2.96,6.32,-1.61,2.25,GMDCLTD
Power and Fuel,14.35,10.21,22.57,20.05,16.03,21.81,15.03,16.46,17.12,18.03,GMDCLTD
Other Mfr. Exp,522.01,469.05,427.98,574.79,485.53,954.08,1097.84,1105.7,1068.31,1090.55,GMDCLTD
Employee Cost,108.29,104.47,89.07,96.41,105.73,104.24,188.78,122.61,144.14,131.2,GMDCLTD
Selling and admin,178.24,176.36,135.21,199.53,242.68,50.88,169.88,56.57,53.61,58.22,GMDCLTD
Other Expenses,39.87,22.96,5.08,2.72,25.22,12.62,30.58,24.34,36.23,36.41,GMDCLTD
Other Income,73.24,135.1,137.38,252.6,150.56,179.01,119.42,-155.15,168.76,-245.3,GMDCLTD
Depreciation,108.33,117.38,124.57,137.27,130.72,151.26,119.03,96.14,91.58,94.21,GMDCLTD
Interest,7.45,,0.13,1.68,1.06,1.33,1.62,1.83,1.88,1.96,GMDCLTD
Profit before tax,717.7,903.69,629.59,635.87,318.45,446.94,550.55,307.2,203.43,-348.04,GMDCLTD
Tax,230.87,302.85,190.46,135.54,93.88,121.76,122.32,168.52,58.32,-307.57,GMDCLTD
Net profit,486.83,600.84,439.13,500.33,224.57,325.2,428.23,138.69,145.11,-40.47,GMDCLTD
