Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,529.3,555.94,572.57,675.45,685.27,637.44,654.65,571.14,492.28,502.48,ORIENTBELL
Raw Material Cost,220.02,262.54,238.68,281.35,302.55,289.42,293.78,262.64,234.86,222.48,ORIENTBELL
Change in Inventory,8.75,28.5,-7.27,-21.18,-12.59,-13.15,6.06,5.92,-1.44,-18.87,ORIENTBELL
Power and Fuel,21.11,122.64,139.61,166.54,150.16,98.47,115.28,106.53,86.67,79.55,ORIENTBELL
Other Mfr. Exp,44.42,36.41,29.96,38.62,42.09,21.6,22.41,18.81,14.03,15.75,ORIENTBELL
Employee Cost,55.3,54.59,56.38,61.9,64.69,67.21,76.05,75.65,73.55,79.26,ORIENTBELL
Selling and admin,72.88,64.81,60.87,70.17,74.86,100.02,117.19,82.68,60.41,54.81,ORIENTBELL
Other Expenses,74.52,-14.45,-7.3,-10.76,-9.02,-9.08,-12.66,-6.27,-4.87,-2.21,ORIENTBELL
Other Income,2.32,3.11,1.13,2.27,1.55,0.68,21.02,1.94,5.14,3.04,ORIENTBELL
Depreciation,19.02,18.56,19.41,17.76,17.08,19.13,15.02,16.52,20.59,20.57,ORIENTBELL
Interest,21.93,25.02,24.23,20.71,18.85,13.39,7.32,8.73,8.11,5.67,ORIENTBELL
Profit before tax,11.17,17.43,4.59,10.25,12.97,24.81,47.34,13.71,2.63,10.77,ORIENTBELL
Tax,-2.3,7.6,2.56,5.47,6.53,11.23,7.29,4.82,-4.2,3.76,ORIENTBELL
Net profit,13.47,9.83,2.03,4.78,6.44,13.58,40.05,8.9,6.83,7.02,ORIENTBELL
