Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1287.02,1098.3,975.41,1004.26,1026.86,1042.22,1178.96,991.64,466.68,161.49,OMAXAUTO
Raw Material Cost,924.4,760.06,679.27,689.47,681.13,684.8,797.63,710.42,279.57,106.64,OMAXAUTO
Change in Inventory,1.12,-6.26,2.73,-3.66,0.86,5.69,-2.58,10.64,-13.61,-7.54,OMAXAUTO
Power and Fuel,30.68,31.54,32.62,33.64,36.49,37.37,35.49,25.28,8.07,4.33,OMAXAUTO
Other Mfr. Exp,72.3,61.01,57.75,59.09,63.87,71.65,71.34,59.81,39.21,14.55,OMAXAUTO
Employee Cost,132.08,129.36,130.41,131.71,144.8,167.3,167.77,108.72,55.33,33.15,OMAXAUTO
Selling and admin,37.78,38.59,37.63,41.63,48.05,53.17,59.91,54.49,43.6,23.0,OMAXAUTO
Other Expenses,9.43,0.43,-0.01,0.39,0.43,0.65,2.2,3.22,6.63,13.94,OMAXAUTO
Other Income,23.95,9.31,7.42,13.93,5.15,9.95,11.13,12.52,61.23,69.86,OMAXAUTO
Depreciation,29.68,31.06,32.07,30.83,28.41,23.46,21.94,19.63,10.25,12.53,OMAXAUTO
Interest,31.53,26.35,24.09,20.24,14.41,23.25,30.66,28.07,25.11,27.21,OMAXAUTO
Profit before tax,44.21,22.95,-8.27,7.53,15.28,-3.79,0.57,5.16,46.53,-11.54,OMAXAUTO
Tax,16.08,7.44,-2.01,-0.74,7.38,-1.6,-7.09,4.72,2.94,-1.44,OMAXAUTO
Net profit,28.13,15.51,-6.26,8.26,7.91,-2.19,7.66,0.43,43.58,-10.1,OMAXAUTO
