Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.77,12.38,13.43,25.49,31.24,31.24,45.64,48.72,51.62,52.46,ARSHIYA
Reserves,540.81,537.85,545.76,444.69,199.03,1009.7,1119.38,1666.43,644.85,554.25,ARSHIYA
Borrowings,1178.14,1421.26,1622.46,1315.41,1239.99,1079.01,944.96,854.4,864.22,870.62,ARSHIYA
Other Liabilities,353.18,575.62,318.03,616.57,769.83,534.39,587.48,175.65,282.02,404.74,ARSHIYA
Total,2083.9,2547.11,2499.68,2402.16,2240.09,2654.34,2697.46,2745.2,1842.71,1882.07,ARSHIYA
Net Block,602.34,678.44,1039.91,1007.16,1238.13,1239.44,953.75,747.04,716.91,701.22,ARSHIYA
Capital Work in Progress,504.57,610.56,442.07,442.07,,,,1.36,0.6,0.6,ARSHIYA
Investments,163.87,498.8,834.6,834.24,834.24,1360.33,1320.18,1346.8,501.5,501.57,ARSHIYA
Other Assets,813.12,759.31,183.1,118.69,167.72,54.57,423.53,650.0,623.7,678.68,ARSHIYA
Total,2083.9,2547.11,2499.68,2402.16,2240.09,2654.34,2697.46,2745.2,1842.71,1882.07,ARSHIYA
Receivables,121.13,318.0,77.89,3.36,12.18,2.18,7.65,8.15,159.62,247.74,ARSHIYA
Inventory,,,,,,,,165.06,125.37,125.37,ARSHIYA
Cash & Bank,25.82,5.08,5.68,2.18,3.96,0.77,1.36,0.21,0.26,0.53,ARSHIYA
No. of Equity Shares,58829472.0,61879472.0,67129472.0,127429472.0,156179472.0,156179472.0,228216776.0,243614292.0,258075915.0,262275915.0,ARSHIYA
New Bonus Shares,,,,,,,,,,,ARSHIYA
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,ARSHIYA
