Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1119.21,1096.16,1141.68,1161.36,1291.82,1405.69,1582.52,1782.22,1651.2,1672.28,CARBORUNIV
Raw Material Cost,474.55,482.29,521.6,514.96,564.72,593.88,650.54,778.56,689.33,652.98,CARBORUNIV
Change in Inventory,16.54,0.99,8.5,16.14,6.96,-1.2,-13.78,26.54,29.6,-55.89,CARBORUNIV
Power and Fuel,104.94,116.87,118.15,122.39,117.52,129.81,162.37,192.9,180.86,167.12,CARBORUNIV
Other Mfr. Exp,138.02,107.12,145.57,155.92,97.17,201.56,218.84,243.31,241.49,224.82,CARBORUNIV
Employee Cost,108.99,113.35,126.96,130.9,142.95,154.91,175.95,183.85,197.93,198.22,CARBORUNIV
Selling and admin,79.6,46.88,85.69,90.72,83.52,93.5,93.14,94.13,93.37,76.62,CARBORUNIV
Other Expenses,8.98,77.12,6.81,12.62,93.44,18.39,17.62,18.37,18.06,21.33,CARBORUNIV
Other Income,29.69,17.64,19.09,116.94,39.0,33.96,30.27,26.61,47.11,30.85,CARBORUNIV
Depreciation,43.55,46.74,49.14,58.83,62.07,66.94,73.89,75.4,66.98,61.43,CARBORUNIV
Interest,17.42,16.38,12.94,8.7,8.9,8.76,1.47,0.94,0.35,0.27,CARBORUNIV
Profit before tax,189.39,108.04,102.41,199.4,167.49,170.7,205.19,247.91,239.54,244.45,CARBORUNIV
Tax,42.72,33.5,29.63,51.07,51.05,48.93,61.71,81.82,48.22,60.49,CARBORUNIV
Net profit,146.67,74.53,72.78,148.33,116.44,121.78,143.48,166.09,191.33,183.96,CARBORUNIV
