Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,103.63,103.41,152.81,223.04,246.48,354.9,492.85,483.69,192.54,150.25,BCP
Raw Material Cost,99.14,99.09,149.82,213.15,238.49,344.74,513.84,442.45,178.47,150.63,BCP
Change in Inventory,-1.26,-0.32,4.1,-3.87,-0.48,-3.7,35.21,-29.4,-7.11,7.15,BCP
Power and Fuel,0.29,0.22,0.39,0.44,0.41,0.32,0.6,0.48,0.3,0.26,BCP
Other Mfr. Exp,1.04,0.81,0.68,1.1,3.14,0.93,1.03,0.7,0.45,0.08,BCP
Employee Cost,0.71,0.82,0.64,0.72,0.82,0.69,0.78,0.97,0.87,0.91,BCP
Selling and admin,0.23,0.74,3.2,2.18,2.42,2.01,3.57,3.91,1.63,2.9,BCP
Other Expenses,0.04,-0.17,-0.01,-0.02,,0.31,-0.56,0.26,0.18,0.33,BCP
Other Income,0.11,0.44,0.45,2.45,2.94,0.92,1.41,3.48,0.89,0.04,BCP
Depreciation,0.42,0.6,0.53,0.85,0.8,0.67,0.57,0.61,0.48,0.4,BCP
Interest,0.06,0.88,1.35,2.2,1.75,1.35,2.18,4.94,2.48,1.29,BCP
Profit before tax,0.55,0.54,0.76,1.0,1.11,1.1,7.46,3.45,1.46,0.64,BCP
Tax,0.17,0.23,0.23,0.32,0.38,0.42,2.43,1.23,0.42,0.21,BCP
Net profit,0.39,0.32,0.52,0.68,0.73,0.68,5.03,2.23,1.04,0.44,BCP
