Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,802.0,925.31,857.12,1071.7,1178.68,1146.18,707.66,835.64,669.0,244.5,EROSMEDIA
Raw Material Cost,,,,,,,,,,,EROSMEDIA
Change in Inventory,3.18,0.86,-4.87,-0.18,2.03,-2.62,1.42,1.14,-2.97,8.46,EROSMEDIA
Power and Fuel,0.56,0.67,0.62,0.78,0.69,0.56,0.53,0.53,0.49,0.19,EROSMEDIA
Other Mfr. Exp,584.99,677.11,574.12,749.03,783.4,688.51,335.62,395.93,237.95,227.94,EROSMEDIA
Employee Cost,18.15,23.03,25.14,34.41,45.03,54.13,46.25,41.41,29.74,31.38,EROSMEDIA
Selling and admin,18.42,22.65,15.86,24.72,126.27,119.41,68.3,58.83,16.69,21.07,EROSMEDIA
Other Expenses,11.66,16.44,16.03,38.66,18.93,31.1,57.82,153.05,457.04,83.46,EROSMEDIA
Other Income,25.84,7.83,7.19,20.38,13.34,18.48,20.9,34.16,-1223.03,68.14,EROSMEDIA
Depreciation,4.23,5.69,4.76,6.62,5.45,5.32,6.15,5.39,8.18,6.1,EROSMEDIA
Interest,20.43,9.39,37.77,39.81,33.72,52.01,74.88,79.03,70.75,109.43,EROSMEDIA
Profit before tax,172.58,179.02,185.14,197.87,180.56,211.0,140.43,136.77,-1377.84,-158.47,EROSMEDIA
Tax,62.79,61.93,71.47,73.68,67.93,80.61,63.42,49.41,-217.11,11.36,EROSMEDIA
Net profit,109.79,117.09,113.67,124.19,112.63,130.39,77.01,87.36,-1160.73,-169.83,EROSMEDIA
