Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,8.17,8.17,8.17,8.17,8.17,8.17,8.17,8.17,7.67,7.67,SHANTIGEAR
Reserves,239.67,249.41,258.23,262.57,275.72,298.15,309.62,293.91,220.95,229.46,SHANTIGEAR
Borrowings,3.96,,,,,,,,,,SHANTIGEAR
Other Liabilities,37.39,30.77,31.37,35.55,33.9,41.23,42.27,50.54,54.41,88.29,SHANTIGEAR
Total,289.19,288.35,297.77,306.29,317.79,347.55,360.06,352.62,283.03,325.42,SHANTIGEAR
Net Block,138.21,115.75,95.02,81.65,65.95,65.32,56.81,58.63,59.77,74.02,SHANTIGEAR
Capital Work in Progress,5.59,3.62,3.6,3.61,0.36,0.77,0.5,0.18,6.37,0.03,SHANTIGEAR
Investments,,37.99,50.16,15.54,62.91,69.77,113.57,123.85,79.32,46.85,SHANTIGEAR
Other Assets,145.39,130.99,148.99,205.49,188.57,211.69,189.18,169.96,137.57,204.52,SHANTIGEAR
Total,289.19,288.35,297.77,306.29,317.79,347.55,360.06,352.62,283.03,325.42,SHANTIGEAR
Receivables,23.87,25.16,27.08,37.03,38.59,45.93,55.48,56.51,38.19,47.32,SHANTIGEAR
Inventory,57.0,42.03,48.24,65.45,66.71,75.17,58.88,70.13,60.84,78.14,SHANTIGEAR
Cash & Bank,55.93,53.31,59.78,89.09,1.71,2.48,1.48,19.74,1.99,2.75,SHANTIGEAR
No. of Equity Shares,81715853.0,81715853.0,81700000.0,81700000.0,81715853.0,81715853.0,81715853.0,81715853.0,76715853.0,76715853.0,SHANTIGEAR
New Bonus Shares,,,,,,,,,,,SHANTIGEAR
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SHANTIGEAR
