Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,66.67,66.78,66.81,66.81,65.29,65.29,65.29,65.29,59.15,59.15,RUCHI
Reserves,2138.15,2297.44,2269.64,2138.81,2408.11,958.41,-4613.89,-4543.49,3311.75,4003.26,RUCHI
Borrowings,4897.21,5717.52,2933.04,3643.59,5251.93,5206.37,7225.9,7913.88,3466.73,3493.81,RUCHI
Other Liabilities,5582.31,6345.57,7040.88,8014.14,8726.81,7025.85,5043.27,4501.18,1029.98,1452.6,RUCHI
Total,12684.34,14427.31,12310.37,13863.35,16452.14,13255.92,7720.57,7936.86,7867.61,9008.82,RUCHI
Net Block,2344.99,2479.8,2496.16,2380.53,5636.81,5502.09,5358.02,5223.97,5070.0,4954.45,RUCHI
Capital Work in Progress,237.01,213.32,143.36,100.17,42.02,29.16,28.12,26.91,25.2,26.83,RUCHI
Investments,210.73,282.91,334.39,282.3,145.71,88.87,50.51,31.3,20.19,30.39,RUCHI
Other Assets,9891.61,11451.28,9336.46,11100.35,10627.6,7635.8,2283.92,2654.68,2752.22,3997.15,RUCHI
Total,12684.34,14427.31,12310.37,13863.35,16452.14,13255.92,7720.57,7936.86,7867.61,9008.82,RUCHI
Receivables,3099.02,4246.77,4566.58,5981.17,6376.82,5075.28,249.61,262.24,273.99,438.42,RUCHI
Inventory,3660.2,3344.15,3445.68,3059.46,2358.15,1238.86,1191.06,1260.85,1354.61,2363.36,RUCHI
Cash & Bank,2399.23,2949.94,378.96,524.03,141.03,143.56,176.43,430.04,455.26,386.69,RUCHI
No. of Equity Shares,333358572.0,333922500.0,334046422.0,334060422.0,334100722.0,334100722.0,334100722.0,334100722.0,295841007.0,295841007.0,RUCHI
New Bonus Shares,,,,,,,,,,,RUCHI
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,RUCHI
