Report Date,2011-03-31 00:00:00,2012-03-31 00:00:00,2013-09-30 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.28,13.28,13.28,13.28,13.28,13.3,13.3,13.3,13.26,13.26,PRIMESECU
Reserves,99.58,95.39,43.89,38.98,53.02,45.82,49.44,59.59,28.45,38.78,PRIMESECU
Borrowings,62.52,57.82,85.48,86.73,44.28,10.31,4.59,1.99,0.23,0.17,PRIMESECU
Other Liabilities,7.42,6.44,8.79,3.44,3.66,2.67,2.8,7.09,10.82,21.53,PRIMESECU
Total,182.8,172.93,151.44,142.43,114.24,72.1,70.13,81.97,52.76,73.74,PRIMESECU
Net Block,3.99,4.68,4.51,4.17,2.86,2.91,2.81,0.56,2.83,1.93,PRIMESECU
Capital Work in Progress,,,,,,,,,,,PRIMESECU
Investments,84.72,77.27,46.69,50.42,47.31,9.08,9.09,18.76,11.31,21.33,PRIMESECU
Other Assets,94.09,90.98,100.24,87.84,64.07,60.11,58.23,62.65,38.62,50.48,PRIMESECU
Total,182.8,172.93,151.44,142.43,114.24,72.1,70.13,81.97,52.76,73.74,PRIMESECU
Receivables,6.59,3.73,0.06,,,0.29,0.65,5.61,4.38,0.78,PRIMESECU
Inventory,,,,,,,,,,,PRIMESECU
Cash & Bank,9.23,3.61,0.68,0.23,0.61,0.09,0.06,0.2,9.33,35.37,PRIMESECU
No. of Equity Shares,27222125.0,27222125.0,27222125.0,27222125.0,27222125.0,27263925.0,27263925.0,27263925.0,26515325.0,26515325.0,PRIMESECU
New Bonus Shares,,,,,,,,,,,PRIMESECU
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,PRIMESECU
