Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,58.1,88.1,88.1,88.1,88.1,88.1,385.42,385.42,385.42,385.42,MSPL
Reserves,289.43,464.72,593.72,490.98,420.07,19.45,-36.04,-56.62,-122.42,-117.46,MSPL
Borrowings,906.33,992.98,1043.19,1152.67,1142.01,1201.8,881.7,852.39,860.16,765.14,MSPL
Other Liabilities,206.86,403.99,305.42,186.52,113.01,479.03,537.57,497.72,595.78,468.78,MSPL
Total,1460.72,1949.79,2030.43,1918.27,1763.19,1788.38,1768.65,1678.91,1718.94,1501.88,MSPL
Net Block,495.82,885.8,999.22,1136.76,1126.38,1069.93,1012.59,959.22,905.85,854.59,MSPL
Capital Work in Progress,516.55,164.97,152.22,49.0,,,0.2,1.12,0.59,0.59,MSPL
Investments,32.42,32.51,32.78,32.63,46.59,48.11,33.47,33.03,33.13,32.71,MSPL
Other Assets,415.93,866.51,846.21,699.88,590.22,670.34,722.39,685.54,779.37,613.99,MSPL
Total,1460.72,1949.79,2030.43,1918.27,1763.19,1788.38,1768.65,1678.91,1718.94,1501.88,MSPL
Receivables,45.99,126.33,191.09,102.03,109.87,135.61,103.78,110.41,72.13,54.84,MSPL
Inventory,210.08,307.55,295.53,321.55,272.68,296.02,351.15,371.89,523.79,376.73,MSPL
Cash & Bank,7.21,7.08,20.87,19.47,3.85,14.96,41.25,26.78,21.85,26.58,MSPL
No. of Equity Shares,58100000.0,88100000.0,88100000.0,88100000.0,88100000.0,88100000.0,385415000.0,385415000.0,385415000.0,385415000.0,MSPL
New Bonus Shares,,,,,,,,,,,MSPL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MSPL
