Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,821.79,935.8,1241.55,1358.0,1583.02,1716.58,2066.29,2531.68,3177.67,2047.53,TRENT
Raw Material Cost,495.57,495.43,673.35,667.2,737.06,835.62,998.79,1378.81,1681.92,854.87,TRENT
Change in Inventory,49.5,5.67,16.85,-13.84,15.8,29.61,40.04,146.46,78.18,-174.76,TRENT
Power and Fuel,29.15,33.29,44.07,43.84,45.34,47.97,49.55,55.68,60.64,43.61,TRENT
Other Mfr. Exp,43.24,46.62,62.56,69.49,73.34,78.69,87.13,115.59,90.66,84.19,TRENT
Employee Cost,68.36,74.19,105.1,124.49,133.98,167.94,204.91,254.28,315.16,256.1,TRENT
Selling and admin,261.45,267.98,377.74,420.95,465.01,431.06,475.48,538.32,453.98,353.91,TRENT
Other Expenses,-21.08,-33.56,1.05,-50.33,37.57,45.68,60.44,75.14,76.5,66.06,TRENT
Other Income,79.21,54.42,114.7,127.07,84.5,78.28,26.48,25.36,153.93,196.82,TRENT
Depreciation,15.95,16.62,25.6,39.84,34.54,37.61,41.71,46.47,231.13,235.87,TRENT
Interest,13.28,14.55,15.38,16.86,47.22,44.86,43.16,50.05,254.27,247.12,TRENT
Profit before tax,44.58,80.77,68.25,138.89,109.26,135.04,171.64,189.16,245.52,-72.14,TRENT
Tax,-2.69,18.51,14.01,38.86,22.71,28.17,54.91,61.67,90.94,-21.12,TRENT
Net profit,47.27,62.26,54.24,100.03,86.55,106.87,116.73,127.49,154.58,-51.02,TRENT
