Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.59,12.59,12.59,12.59,12.59,12.59,14.63,14.63,14.64,14.64,SUNTECK
Reserves,353.32,359.01,494.58,567.52,698.48,843.48,1588.0,1842.21,1903.83,1927.52,SUNTECK
Borrowings,107.09,138.21,52.22,119.08,236.7,220.77,328.19,437.68,588.98,387.53,SUNTECK
Other Liabilities,58.96,52.13,48.42,87.86,97.66,44.14,44.52,170.8,233.04,308.38,SUNTECK
Total,531.96,561.94,607.81,787.05,1045.43,1120.98,1975.34,2465.32,2740.49,2638.07,SUNTECK
Net Block,9.17,8.86,8.66,7.99,11.76,32.46,31.53,37.43,44.21,41.37,SUNTECK
Capital Work in Progress,,,,,,,,,,9.57,SUNTECK
Investments,230.96,180.65,359.61,512.56,727.59,569.32,1143.7,1467.64,1783.52,1722.76,SUNTECK
Other Assets,291.83,372.43,239.54,266.5,306.08,519.2,800.11,960.25,912.76,864.37,SUNTECK
Total,531.96,561.94,607.81,787.05,1045.43,1120.98,1975.34,2465.32,2740.49,2638.07,SUNTECK
Receivables,7.8,4.23,14.79,16.25,37.73,34.52,55.15,142.94,76.3,97.34,SUNTECK
Inventory,112.5,135.08,135.17,176.22,160.41,173.96,218.37,258.94,373.8,280.78,SUNTECK
Cash & Bank,2.47,4.26,2.74,1.79,2.37,29.25,29.59,40.02,55.12,59.36,SUNTECK
No. of Equity Shares,62966207.0,62966207.0,62966207.0,62966207.0,62966207.0,62966207.0,146315027.0,146336639.0,146371879.0,146394490.0,SUNTECK
New Bonus Shares,,,,,,,,,,,SUNTECK
Face value,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,SUNTECK
