Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.56,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,11.57,KARMAENG
Reserves,31.96,33.75,34.6,31.53,29.98,43.48,62.12,36.17,34.25,21.0,KARMAENG
Borrowings,75.14,71.15,54.92,50.44,73.41,59.29,44.31,56.66,71.14,65.46,KARMAENG
Other Liabilities,29.28,27.17,25.52,23.08,21.7,19.26,24.26,15.36,14.32,14.89,KARMAENG
Total,147.94,143.64,126.61,116.62,136.66,133.6,142.26,119.76,131.28,112.92,KARMAENG
Net Block,75.27,67.46,59.75,58.1,53.1,47.89,42.92,45.1,42.31,37.42,KARMAENG
Capital Work in Progress,0.06,0.15,0.29,0.32,0.34,0.37,0.32,0.33,,,KARMAENG
Investments,31.23,31.61,34.36,34.36,44.21,53.13,78.61,49.88,58.99,55.74,KARMAENG
Other Assets,41.38,44.42,32.21,23.84,39.01,32.21,20.41,24.45,29.98,19.76,KARMAENG
Total,147.94,143.64,126.61,116.62,136.66,133.6,142.26,119.76,131.28,112.92,KARMAENG
Receivables,11.69,4.8,3.37,15.58,30.56,25.05,7.62,9.91,15.86,6.54,KARMAENG
Inventory,,,0.69,0.64,0.57,0.54,0.48,0.48,0.42,0.44,KARMAENG
Cash & Bank,1.75,3.42,3.7,3.91,3.9,4.15,4.41,10.58,10.54,10.87,KARMAENG
No. of Equity Shares,11564357.0,11569000.0,11569918.0,11569918.0,11569918.0,11569918.0,11569918.0,11569918.0,11569918.0,11569918.0,KARMAENG
New Bonus Shares,,,,,,,,,,,KARMAENG
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,KARMAENG
