Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,423.79,404.49,270.23,233.55,178.68,226.4,269.16,215.67,160.97,35.67,VIPULLTD
Raw Material Cost,,,,,,,,,,,VIPULLTD
Change in Inventory,-25.59,-70.49,-18.77,24.52,40.18,10.75,126.51,67.06,37.21,8.63,VIPULLTD
Power and Fuel,0.13,0.1,0.11,0.06,0.04,0.04,0.04,0.03,0.03,0.02,VIPULLTD
Other Mfr. Exp,329.89,246.26,196.05,213.67,174.69,189.24,338.74,230.76,202.75,82.21,VIPULLTD
Employee Cost,17.48,20.12,20.36,21.48,18.75,17.82,19.07,16.55,14.34,8.77,VIPULLTD
Selling and admin,3.78,16.95,9.56,8.25,8.54,6.73,4.55,4.4,3.59,2.96,VIPULLTD
Other Expenses,10.23,12.94,4.31,3.94,3.93,2.57,2.13,2.43,3.11,2.15,VIPULLTD
Other Income,2.13,2.36,3.59,2.01,11.1,5.38,7.23,4.9,24.46,10.98,VIPULLTD
Depreciation,1.39,1.37,1.23,1.31,1.04,1.15,1.22,0.96,0.8,0.54,VIPULLTD
Interest,10.18,18.04,19.21,20.09,21.75,25.25,31.5,30.98,29.1,25.52,VIPULLTD
Profit before tax,27.25,20.58,4.22,-8.72,1.22,-0.27,5.65,1.52,-31.08,-66.89,VIPULLTD
Tax,6.05,3.85,1.05,-2.14,0.07,0.41,3.14,0.09,-3.65,-17.55,VIPULLTD
Net profit,21.19,16.74,3.17,-6.58,1.15,-0.68,2.5,1.43,-27.43,-49.35,VIPULLTD
