Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1485.39,1323.14,1488.88,1015.54,1071.87,1203.96,1670.48,1816.25,831.85,1786.76,HINDCOPPER
Raw Material Cost,71.54,55.22,66.83,30.64,45.41,293.93,411.06,62.7,4.83,,HINDCOPPER
Change in Inventory,-22.15,44.72,42.71,14.37,87.21,271.31,7.25,-143.37,51.14,-339.11,HINDCOPPER
Power and Fuel,159.53,251.14,190.15,176.11,169.72,202.74,211.21,221.87,177.58,116.78,HINDCOPPER
Other Mfr. Exp,239.19,261.29,277.58,255.17,391.79,269.1,315.53,385.55,354.51,280.53,HINDCOPPER
Employee Cost,339.53,355.31,362.06,329.74,325.38,330.46,327.93,316.61,259.75,277.27,HINDCOPPER
Selling and admin,107.52,118.0,108.02,86.69,98.05,140.42,131.16,140.74,123.75,114.65,HINDCOPPER
Other Expenses,12.33,23.46,22.17,24.02,18.48,16.08,9.53,39.14,204.62,247.52,HINDCOPPER
Other Income,84.92,256.66,102.33,66.9,51.6,27.45,41.05,36.66,56.94,34.84,HINDCOPPER
Depreciation,144.06,150.98,174.14,112.85,119.01,141.9,164.65,252.89,290.68,294.82,HINDCOPPER
Interest,1.53,5.51,2.32,1.14,3.11,13.77,25.9,59.92,62.19,63.93,HINDCOPPER
Profit before tax,472.93,403.61,430.65,80.45,39.73,94.32,121.81,230.12,-537.98,86.99,HINDCOPPER
Tax,149.49,47.97,144.23,12.85,1.99,32.38,42.21,84.61,31.38,-22.99,HINDCOPPER
Net profit,323.44,355.64,286.42,67.6,37.74,61.94,79.61,145.51,-569.35,109.98,HINDCOPPER
