Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,5.41,10.83,10.83,21.65,23.14,22.89,22.66,22.66,22.66,22.29,MAYURUNIQ
Reserves,80.47,107.64,150.27,201.58,318.97,369.1,430.81,500.29,564.5,613.13,MAYURUNIQ
Borrowings,3.76,24.79,41.67,44.82,25.87,12.01,5.71,21.74,34.13,40.68,MAYURUNIQ
Other Liabilities,68.87,70.23,97.62,143.06,72.77,76.29,75.38,80.18,83.98,92.64,MAYURUNIQ
Total,158.51,213.49,300.39,411.11,440.75,480.29,534.56,624.87,705.27,768.74,MAYURUNIQ
Net Block,45.09,54.67,97.66,136.5,134.63,128.11,132.03,124.44,161.03,194.21,MAYURUNIQ
Capital Work in Progress,3.98,18.91,26.56,6.18,7.86,3.91,1.93,39.28,39.34,14.96,MAYURUNIQ
Investments,11.72,13.65,9.85,75.82,97.06,124.12,156.28,193.82,172.16,212.06,MAYURUNIQ
Other Assets,97.72,126.26,166.32,192.61,201.2,224.15,244.32,267.33,332.74,347.51,MAYURUNIQ
Total,158.51,213.49,300.39,411.11,440.75,480.29,534.56,624.87,705.27,768.74,MAYURUNIQ
Receivables,40.6,56.45,67.11,90.69,123.82,128.69,132.93,119.83,138.64,154.92,MAYURUNIQ
Inventory,30.71,44.23,63.77,56.1,50.39,58.29,71.41,95.44,107.16,126.82,MAYURUNIQ
Cash & Bank,19.04,10.65,13.43,26.59,14.13,20.29,25.62,19.23,18.54,19.42,MAYURUNIQ
No. of Equity Shares,5413200.0,10826400.0,21652800.0,43305600.0,46277600.0,45777600.0,45327600.0,45327600.0,45327600.0,44577600.0,MAYURUNIQ
New Bonus Shares,,5413200.0,5413200.0,10826400.0,,,,,,,MAYURUNIQ
Face value,10.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,MAYURUNIQ
