Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,11.27,3MINDIA
Reserves,592.9,645.17,688.16,796.45,976.81,1215.13,1525.4,1848.27,2063.5,2210.24,3MINDIA
Borrowings,75.93,173.72,120.94,14.31,11.16,9.78,9.46,13.5,41.77,22.88,3MINDIA
Other Liabilities,241.24,232.57,267.37,306.07,429.56,695.35,589.22,620.64,536.7,672.24,3MINDIA
Total,921.34,1062.73,1087.74,1128.1,1428.8,1931.53,2135.35,2493.68,2653.24,2916.63,3MINDIA
Net Block,289.87,299.55,418.28,387.75,349.22,315.16,285.22,269.48,286.65,248.23,3MINDIA
Capital Work in Progress,20.8,120.85,7.02,1.3,1.21,2.43,5.75,10.19,6.64,23.5,3MINDIA
Investments,,,,,,,,584.7,504.8,504.8,3MINDIA
Other Assets,610.67,642.33,662.44,739.05,1078.37,1613.94,1844.38,1629.31,1855.15,2140.1,3MINDIA
Total,921.34,1062.73,1087.74,1128.1,1428.8,1931.53,2135.35,2493.68,2653.24,2916.63,3MINDIA
Receivables,233.11,266.37,265.18,249.12,317.15,407.92,529.64,546.14,506.59,460.51,3MINDIA
Inventory,213.72,225.21,258.24,295.57,292.38,331.78,347.29,379.18,411.04,430.27,3MINDIA
Cash & Bank,53.89,59.58,59.7,113.91,370.88,744.16,789.31,470.39,665.77,937.15,3MINDIA
No. of Equity Shares,11265070.0,11265070.0,11265070.0,11265070.0,11265070.0,11265070.0,11265070.0,11265070.0,11265070.0,11265070.0,3MINDIA
New Bonus Shares,,,,,,,,,,,3MINDIA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,3MINDIA
